inst                      ub
SBF1-1.00/lutz3_c=137     17
SBF1-1.00/lutz3_c=150     15
SBF1-1.00/mukherje_c=176  26
SBF1-1.00/mukherje_c=183  26
SBF1-1.00/mukherje_c=192  26
SBF1-1.00/mukherje_c=201  26
SBF1-1.00/mukherje_c=211  26
SBF1-1.00/mukherje_c=222  25
SBF1-1.00/mukherje_c=234  24
SBF1-1.00/mukherje_c=248  22
SBF1-1.00/mukherje_c=263  21
SBF1-1.00/mukherje_c=281  20
SBF1-1.00/mukherje_c=301  18
SBF1-1.00/mukherje_c=324  16
SBF1-1.00/mukherje_c=351  15
SBF1-1.00/barthold_c=403  16
SBF1-1.00/barthold_c=434  16
SBF1-1.00/barthold_c=470  15
SBF1-1.00/barthold_c=513  13
SBF1-1.00/barthold_c=564  12
SBF1-1.00/barthold_c=626  11
SBF1-1.00/barthold_c=705  10
SBF1-1.00/barthold_c=805  9
SBF1-1.00/barthol2_c=84   53
SBF1-1.00/barthol2_c=85   53
SBF1-1.00/barthol2_c=87   53
SBF1-1.00/barthol2_c=89   53
SBF1-1.00/barthol2_c=91   53
SBF1-1.00/barthol2_c=93   53
SBF1-1.00/barthol2_c=95   53
SBF1-1.00/barthol2_c=97   53
SBF1-1.00/barthol2_c=99   53
SBF1-1.00/barthol2_c=101  53
SBF1-1.00/barthol2_c=104  54
SBF1-1.00/barthol2_c=106  53
SBF1-1.00/barthol2_c=109  53
SBF1-1.00/barthol2_c=112  53
SBF1-1.00/barthol2_c=115  51
SBF1-1.00/barthol2_c=118  49
SBF1-1.00/barthol2_c=121  48
SBF1-1.00/barthol2_c=125  46
SBF1-1.00/barthol2_c=129  44
SBF1-1.00/barthol2_c=133  42
SBF1-1.00/barthol2_c=137  41
SBF1-1.00/barthol2_c=142  39
SBF1-1.00/barthol2_c=146  38
SBF1-1.00/barthol2_c=152  36
SBF1-1.00/barthol2_c=157  34
SBF1-1.00/barthol2_c=163  33
SBF1-1.00/barthol2_c=170  31
SBF1-1.00/scholl_c=1394   52
SBF1-1.00/scholl_c=1422   52
SBF1-1.00/scholl_c=1452   53
SBF1-1.00/scholl_c=1483   53
SBF1-1.00/scholl_c=1515   53
SBF1-1.00/scholl_c=1548   53
SBF1-1.00/scholl_c=1584   54
SBF1-1.00/scholl_c=1620   54
SBF1-1.00/scholl_c=1659   52
SBF1-1.00/scholl_c=1699   51
SBF1-1.00/scholl_c=1742   50
SBF1-1.00/scholl_c=1787   49
SBF1-1.00/scholl_c=1834   48
SBF1-1.00/scholl_c=1883   46
SBF1-1.00/scholl_c=1935   45
SBF1-1.00/scholl_c=1991   43
SBF1-1.00/scholl_c=2049   42
SBF1-1.00/scholl_c=2111   41
SBF1-1.00/scholl_c=2177   40
SBF1-1.00/scholl_c=2247   38
SBF1-1.00/scholl_c=2322   37
SBF1-1.00/scholl_c=2402   36
SBF1-1.00/scholl_c=2488   34
SBF1-1.00/scholl_c=2580   33
SBF1-1.00/scholl_c=2680   32
SBF1-1.00/scholl_c=2787   30
