inst,elapsed,alg,lb,ub,blb
SBF1-1.00/wee-mag_c=40,0.030866291,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=41,0.02363119,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=42,0.024373322,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=43,0.024821705,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=45,0.0291326,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=46,0.032822906,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=47,0.033622147,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=49,0.035612798,S_hoffmann/cbfs,62,62,62
SBF1-1.00/wee-mag_c=50,0.038155137,S_hoffmann/cbfs,62,62,62
SBF1-1.00/wee-mag_c=52,0.033447862,S_hoffmann/cbfs,61,61,61
SBF1-1.00/wee-mag_c=54,0.031333897,S_hoffmann/cbfs,60,60,60
SBF1-1.00/wee-mag_c=56,0.043489845,S_hoffmann/cbfs,60,60,60
SBF2-0.25/Arc111_c=10027,12.461537892,S_hoffmann/cbfs,16,16,16
SBF2-0.25/Arc111_c=10743,12.386437632,S_hoffmann/cbfs,15,15,15
SBF2-0.25/arc111_c=11378,0.4160995,S_hoffmann/cbfs,14,14,14
SBF2-0.25/Arc111_c=11570,65.62933104,S_hoffmann/cbfs,13,14,13
SBF2-0.25/Arc111_c=17067,0.259332651,S_hoffmann/cbfs,9,9,9
SBF2-0.25/arc111_c=5755,7.059804321,S_hoffmann/cbfs,27,27,27
SBF2-0.25/Arc111_c=5785,13.055095007,S_hoffmann/cbfs,27,27,27
SBF2-0.25/Arc111_c=6016,3.583116875,S_hoffmann/cbfs,26,26,26
SBF2-0.25/Arc111_c=6267,11.592991671,S_hoffmann/cbfs,25,25,25
SBF2-0.25/Arc111_c=6540,3.990644311,S_hoffmann/cbfs,24,24,24
SBF2-0.25/Arc111_c=6837,3.914049219,S_hoffmann/cbfs,23,23,23
SBF2-0.25/Arc111_c=7162,2.088205411,S_hoffmann/cbfs,22,22,22
SBF2-0.25/Arc111_c=7520,44.793078478,S_hoffmann/cbfs,21,21,21
SBF2-0.25/Arc111_c=7916,13.147658852,S_hoffmann/cbfs,20,20,20
SBF2-0.25/Arc111_c=8356,13.047229725,S_hoffmann/cbfs,19,19,19
SBF2-0.25/arc111_c=8847,12.794261798,S_hoffmann/cbfs,18,18,18
SBF2-0.25/Arc111_c=9400,12.641386554,S_hoffmann/cbfs,17,17,17
SBF2-0.25/arc83_c=10816,12.074967504,S_hoffmann/cbfs,8,8,8
SBF2-0.25/Arc83_c=3786,0.530973651,S_hoffmann/cbfs,21,21,21
SBF2-0.25/Arc83_c=3985,0.239065917,S_hoffmann/cbfs,20,20,20
SBF2-0.25/Arc83_c=4206,0.198048131,S_hoffmann/cbfs,19,19,19
SBF2-0.25/Arc83_c=4454,0.393626742,S_hoffmann/cbfs,18,18,18
SBF2-0.25/Arc83_c=4732,0.159233363,S_hoffmann/cbfs,17,17,17
SBF2-0.25/Arc83_c=5048,0.174952482,S_hoffmann/cbfs,16,16,16
SBF2-0.25/Arc83_c=5408,0.207539393,S_hoffmann/cbfs,15,15,15
SBF2-0.25/Arc83_c=5824,0.111611064,S_hoffmann/cbfs,14,14,14
SBF2-0.25/arc83_c=5853,0.131768519,S_hoffmann/cbfs,14,14,14
SBF2-0.25/Arc83_c=6309,0.121337882,S_hoffmann/cbfs,13,13,13
SBF2-0.25/arc83_c=6842,0.121180804,S_hoffmann/cbfs,12,12,12
SBF2-0.25/Arc83_c=6883,0.109219725,S_hoffmann/cbfs,12,12,12
SBF2-0.25/Arc83_c=7571,0.079565198,S_hoffmann/cbfs,11,11,11
SBF2-0.25/arc83_c=8412,0.102410669,S_hoffmann/cbfs,10,10,10
SBF2-0.25/arc83_c=8898,0.080846149,S_hoffmann/cbfs,9,9,9
SBF2-0.25/barthol2_c=101,133.055326031,S_hoffmann/cbfs,42,43,42
SBF2-0.25/barthol2_c=104,125.056458433,S_hoffmann/cbfs,41,42,41
SBF2-0.25/barthol2_c=106,159.67559826,S_hoffmann/cbfs,40,41,40
SBF2-0.25/barthol2_c=109,126.026424461,S_hoffmann/cbfs,39,40,39
SBF2-0.25/barthol2_c=112,126.009342373,S_hoffmann/cbfs,38,39,38
SBF2-0.25/barthol2_c=115,126.016459971,S_hoffmann/cbfs,37,38,37
SBF2-0.25/barthol2_c=118,199.096588397,S_hoffmann/cbfs,36,37,36
SBF2-0.25/barthol2_c=121,140.227492615,S_hoffmann/cbfs,35,36,35
SBF2-0.25/barthol2_c=125,126.005818575,S_hoffmann/cbfs,34,35,34
SBF2-0.25/barthol2_c=129,127.018825029,S_hoffmann/cbfs,33,34,33
SBF2-0.25/barthol2_c=133,126.000459912,S_hoffmann/cbfs,32,33,32
SBF2-0.25/barthol2_c=137,205.722744837,S_hoffmann/cbfs,31,32,31
SBF2-0.25/barthol2_c=142,127.006085341,S_hoffmann/cbfs,30,31,30
SBF2-0.25/barthol2_c=146,27.828721327,S_hoffmann/cbfs,29,30,29
SBF2-0.25/barthol2_c=152,127.004507198,S_hoffmann/cbfs,28,29,28
SBF2-0.25/barthol2_c=157,194.056142126,S_hoffmann/cbfs,27,28,27
SBF2-0.25/barthol2_c=163,131.145601442,S_hoffmann/cbfs,26,27,26
SBF2-0.25/barthol2_c=170,202.039606857,S_hoffmann/cbfs,25,26,25
SBF2-0.25/barthol2_c=84,124.034485463,S_hoffmann/cbfs,51,52,51
SBF2-0.25/barthol2_c=85,6.214086212,S_hoffmann/cbfs,51,51,51
SBF2-0.25/barthol2_c=87,125.083851124,S_hoffmann/cbfs,49,50,49
SBF2-0.25/barthol2_c=89,125.019639713,S_hoffmann/cbfs,48,49,48
SBF2-0.25/barthol2_c=91,125.00176794,S_hoffmann/cbfs,47,48,47
SBF2-0.25/barthol2_c=93,125.03414226699999,S_hoffmann/cbfs,46,47,46
SBF2-0.25/barthol2_c=95,125.04427394,S_hoffmann/cbfs,45,46,45
SBF2-0.25/barthol2_c=97,126.01326194,S_hoffmann/cbfs,44,45,44
SBF2-0.25/barthol2_c=99,125.033178107,S_hoffmann/cbfs,43,44,43
SBF2-0.25/barthold_c=403,151.422911534,S_hoffmann/cbfs,14,15,14
SBF2-0.25/barthold_c=434,155.973489503,S_hoffmann/cbfs,13,14,13
SBF2-0.25/barthold_c=470,137.478578627,S_hoffmann/cbfs,12,13,12
SBF2-0.25/barthold_c=513,136.683690037,S_hoffmann/cbfs,11,12,11
SBF2-0.25/barthold_c=564,24.795269307,S_hoffmann/cbfs,10,11,10
SBF2-0.25/barthold_c=626,25.65964,S_hoffmann/cbfs,9,10,9
SBF2-0.25/barthold_c=705,30.823700158,S_hoffmann/cbfs,8,9,8
SBF2-0.25/barthold_c=805,26.198920649,S_hoffmann/cbfs,7,8,7
SBF2-0.25/bowman8_c=20,0.008717191,S_hoffmann/cbfs,5,5,5
SBF2-0.25/buxey_c=27,0.012719922,S_hoffmann/cbfs,13,13,13
SBF2-0.25/buxey_c=30,0.01443321,S_hoffmann/cbfs,12,12,12
SBF2-0.25/buxey_c=33,0.009287299,S_hoffmann/cbfs,11,11,11
SBF2-0.25/buxey_c=36,0.015564172,S_hoffmann/cbfs,10,10,10
SBF2-0.25/buxey_c=41,0.009941056,S_hoffmann/cbfs,8,8,8
SBF2-0.25/buxey_c=47,0.026857641,S_hoffmann/cbfs,7,7,7
SBF2-0.25/buxey_c=54,0.013770903,S_hoffmann/cbfs,7,7,7
SBF2-0.25/gunther_c=41,0.007780608,S_hoffmann/cbfs,14,14,14
SBF2-0.25/gunther_c=44,0.019900517,S_hoffmann/cbfs,12,12,12
SBF2-0.25/gunther_c=49,0.017736132,S_hoffmann/cbfs,11,11,11
SBF2-0.25/gunther_c=54,0.019865714,S_hoffmann/cbfs,9,9,9
SBF2-0.25/gunther_c=61,0.017421212,S_hoffmann/cbfs,9,9,9
SBF2-0.25/gunther_c=69,0.008383624,S_hoffmann/cbfs,8,8,8
SBF2-0.25/gunther_c=81,0.009732428,S_hoffmann/cbfs,7,7,7
SBF2-0.25/hahn_c=2004,0.02838182,S_hoffmann/cbfs,8,8,8
SBF2-0.25/hahn_c=2338,0.012842601,S_hoffmann/cbfs,7,7,7
SBF2-0.25/hahn_c=2806,0.041528247,S_hoffmann/cbfs,6,6,6
SBF2-0.25/hahn_c=3507,0.012462942,S_hoffmann/cbfs,5,5,5
SBF2-0.25/hahn_c=4676,0.026225812,S_hoffmann/cbfs,4,4,4
SBF2-0.25/heskia_c=138,0.013710471,S_hoffmann/cbfs,8,8,8
SBF2-0.25/heskia_c=205,7.220839749,S_hoffmann/cbfs,5,5,5
SBF2-0.25/heskia_c=216,0.012240894,S_hoffmann/cbfs,5,5,5
SBF2-0.25/heskia_c=256,11.090715352,S_hoffmann/cbfs,4,4,4
SBF2-0.25/heskia_c=324,0.013740473,S_hoffmann/cbfs,4,4,4
SBF2-0.25/heskia_c=342,0.004654649,S_hoffmann/cbfs,3,3,3
SBF2-0.25/jackson_c=10,0.008965619,S_hoffmann/cbfs,5,5,5
SBF2-0.25/jackson_c=13,0.011970616,S_hoffmann/cbfs,4,4,4
SBF2-0.25/jackson_c=14,0.002646714,S_hoffmann/cbfs,4,4,4
SBF2-0.25/jackson_c=21,0.002187109,S_hoffmann/cbfs,3,3,3
SBF2-0.25/jackson_c=7,0.009195636,S_hoffmann/cbfs,8,8,8
SBF2-0.25/jackson_c=9,0.001801661,S_hoffmann/cbfs,6,6,6
SBF2-0.25/jaeschke_c=10,0.001593197,S_hoffmann/cbfs,4,4,4
SBF2-0.25/jaeschke_c=18,0.008375557,S_hoffmann/cbfs,3,3,3
SBF2-0.25/jaeschke_c=6,0.008125096,S_hoffmann/cbfs,8,8,8
SBF2-0.25/jaeschke_c=7,0.00206074,S_hoffmann/cbfs,7,7,7
SBF2-0.25/jaeschke_c=8,0.008289608,S_hoffmann/cbfs,6,6,6
SBF2-0.25/kilbrid_c=110,0.028034339,S_hoffmann/cbfs,6,6,6
SBF2-0.25/kilbrid_c=111,0.077348982,S_hoffmann/cbfs,5,5,5
SBF2-0.25/kilbrid_c=138,12.779353692,S_hoffmann/cbfs,4,4,4
SBF2-0.25/kilbrid_c=184,4.672460772,S_hoffmann/cbfs,3,4,3
SBF2-0.25/kilbrid_c=56,0.16652297,S_hoffmann/cbfs,10,10,10
SBF2-0.25/kilbrid_c=57,0.016605329,S_hoffmann/cbfs,10,10,10
SBF2-0.25/kilbrid_c=62,0.101963497,S_hoffmann/cbfs,9,9,9
SBF2-0.25/kilbrid_c=69,13.166869485,S_hoffmann/cbfs,8,8,8
SBF2-0.25/kilbrid_c=79,0.114109823,S_hoffmann/cbfs,7,7,7
SBF2-0.25/kilbrid_c=92,0.073928571,S_hoffmann/cbfs,6,6,6
SBF2-0.25/lutz1_c=1414,0.007037393,S_hoffmann/cbfs,11,11,11
SBF2-0.25/lutz1_c=1572,0.006535098,S_hoffmann/cbfs,10,10,10
SBF2-0.25/lutz1_c=1768,0.01433971,S_hoffmann/cbfs,9,9,9
SBF2-0.25/lutz1_c=2020,0.013476314,S_hoffmann/cbfs,8,8,8
SBF2-0.25/lutz1_c=2357,0.006121868,S_hoffmann/cbfs,7,7,7
SBF2-0.25/lutz1_c=2828,0.006527915,S_hoffmann/cbfs,6,6,6
SBF2-0.25/lutz2_c=11,0.558776854,S_hoffmann/cbfs,49,49,49
SBF2-0.25/lutz2_c=12,0.103299231,S_hoffmann/cbfs,44,44,44
SBF2-0.25/lutz2_c=13,0.148158973,S_hoffmann/cbfs,40,40,40
SBF2-0.25/lutz2_c=14,0.567977595,S_hoffmann/cbfs,37,37,37
SBF2-0.25/lutz2_c=15,0.11438458,S_hoffmann/cbfs,34,34,34
SBF2-0.25/lutz2_c=16,0.129216443,S_hoffmann/cbfs,31,31,31
SBF2-0.25/lutz2_c=17,0.116616811,S_hoffmann/cbfs,29,29,29
SBF2-0.25/lutz2_c=18,0.09165302,S_hoffmann/cbfs,28,28,28
SBF2-0.25/lutz2_c=19,0.149844805,S_hoffmann/cbfs,26,26,26
SBF2-0.25/lutz2_c=20,0.089249175,S_hoffmann/cbfs,25,25,25
SBF2-0.25/lutz2_c=21,0.102872379,S_hoffmann/cbfs,24,24,24
SBF2-0.25/lutz3_c=103,0.118144947,S_hoffmann/cbfs,17,17,17
SBF2-0.25/lutz3_c=110,0.185233388,S_hoffmann/cbfs,15,15,15
SBF2-0.25/lutz3_c=118,1.263827388,S_hoffmann/cbfs,14,14,14
SBF2-0.25/lutz3_c=127,0.197070216,S_hoffmann/cbfs,14,14,14
SBF2-0.25/lutz3_c=137,0.169310192,S_hoffmann/cbfs,13,13,13
SBF2-0.25/lutz3_c=150,0.29741218,S_hoffmann/cbfs,12,12,12
SBF2-0.25/lutz3_c=75,0.187678195,S_hoffmann/cbfs,23,23,23
SBF2-0.25/lutz3_c=79,0.125803459,S_hoffmann/cbfs,22,22,22
SBF2-0.25/lutz3_c=83,0.132495254,S_hoffmann/cbfs,21,21,21
SBF2-0.25/lutz3_c=87,0.141172186,S_hoffmann/cbfs,20,20,20
SBF2-0.25/lutz3_c=92,0.170955821,S_hoffmann/cbfs,19,19,19
SBF2-0.25/lutz3_c=97,0.184960031,S_hoffmann/cbfs,18,18,18
SBF2-0.25/mansoor_c=48,0.008596088,S_hoffmann/cbfs,4,4,4
SBF2-0.25/mansoor_c=62,0.009248317,S_hoffmann/cbfs,3,3,3
SBF2-0.25/mansoor_c=94,0.008924907,S_hoffmann/cbfs,2,2,2
SBF2-0.25/mertens_c=10,0.008195559,S_hoffmann/cbfs,3,3,3
SBF2-0.25/mertens_c=15,0.001546251,S_hoffmann/cbfs,2,2,2
SBF2-0.25/mertens_c=18,0.008927566,S_hoffmann/cbfs,2,2,2
SBF2-0.25/mertens_c=6,0.001518492,S_hoffmann/cbfs,6,6,6
SBF2-0.25/mertens_c=7,0.002062973,S_hoffmann/cbfs,5,5,5
SBF2-0.25/mertens_c=8,0.008356557,S_hoffmann/cbfs,5,5,5
SBF2-0.25/mitchell_c=14,0.010648506,S_hoffmann/cbfs,8,8,8
SBF2-0.25/mitchell_c=15,0.005073844,S_hoffmann/cbfs,8,8,8
SBF2-0.25/mitchell_c=21,0.014577213,S_hoffmann/cbfs,5,5,5
SBF2-0.25/mitchell_c=26,0.00269056,S_hoffmann/cbfs,5,5,5
SBF2-0.25/mitchell_c=35,0.009707729,S_hoffmann/cbfs,3,3,3
SBF2-0.25/mitchell_c=39,0.009706466,S_hoffmann/cbfs,3,3,3
SBF2-0.25/mukherje_c=176,1.569795883,S_hoffmann/cbfs,25,25,25
SBF2-0.25/mukherje_c=183,2.286185993,S_hoffmann/cbfs,24,24,24
SBF2-0.25/mukherje_c=192,121.000541169,S_hoffmann/cbfs,23,24,23
SBF2-0.25/mukherje_c=201,120.000071469,S_hoffmann/cbfs,22,23,22
SBF2-0.25/mukherje_c=211,1.844530542,S_hoffmann/cbfs,21,21,21
SBF2-0.25/mukherje_c=222,20.567490699,S_hoffmann/cbfs,20,20,20
SBF2-0.25/mukherje_c=234,0.768187436,S_hoffmann/cbfs,19,19,19
SBF2-0.25/mukherje_c=248,1.666052272,S_hoffmann/cbfs,18,18,18
SBF2-0.25/mukherje_c=263,0.583116806,S_hoffmann/cbfs,17,17,17
SBF2-0.25/mukherje_c=281,1.66413362,S_hoffmann/cbfs,16,16,16
SBF2-0.25/mukherje_c=301,2.120513534,S_hoffmann/cbfs,15,15,15
SBF2-0.25/mukherje_c=324,1.180572708,S_hoffmann/cbfs,14,14,14
SBF2-0.25/mukherje_c=351,0.480716836,S_hoffmann/cbfs,13,13,13
SBF2-0.25/roszieg_c=14,0.011629793,S_hoffmann/cbfs,10,10,10
SBF2-0.25/roszieg_c=16,0.005182288,S_hoffmann/cbfs,8,8,8
SBF2-0.25/roszieg_c=18,0.004983475,S_hoffmann/cbfs,8,8,8
SBF2-0.25/roszieg_c=21,0.012635542,S_hoffmann/cbfs,6,6,6
SBF2-0.25/roszieg_c=25,0.004509774,S_hoffmann/cbfs,6,6,6
SBF2-0.25/roszieg_c=32,0.003260995,S_hoffmann/cbfs,4,4,4
SBF2-0.25/sawyer30_c=25,0.013938742,S_hoffmann/cbfs,14,14,14
SBF2-0.25/sawyer30_c=27,0.007340096,S_hoffmann/cbfs,13,13,13
SBF2-0.25/sawyer30_c=30,0.014540386,S_hoffmann/cbfs,12,12,12
SBF2-0.25/Sawyer30_c=33,0.024055664,S_hoffmann/cbfs,11,11,11
SBF2-0.25/sawyer30_c=36,0.015301079,S_hoffmann/cbfs,10,10,10
SBF2-0.25/sawyer30_c=41,0.019309089,S_hoffmann/cbfs,8,8,8
SBF2-0.25/Sawyer30_c=47,0.033745459,S_hoffmann/cbfs,7,7,7
SBF2-0.25/sawyer30_c=54,0.016868777,S_hoffmann/cbfs,7,7,7
SBF2-0.25/sawyer30_c=75,0.013852992,S_hoffmann/cbfs,5,5,5
SBF2-0.25/scholl_c=1394,165.996193714,S_hoffmann/cbfs,50,51,50
SBF2-0.25/scholl_c=1422,104.084903153,S_hoffmann/cbfs,50,50,50
SBF2-0.25/scholl_c=1452,263.215812788,S_hoffmann/cbfs,48,49,48
SBF2-0.25/scholl_c=1483,169.660094785,S_hoffmann/cbfs,47,48,47
SBF2-0.25/scholl_c=1515,273.505681739,S_hoffmann/cbfs,46,47,46
SBF2-0.25/scholl_c=1548,33.619677936,S_hoffmann/cbfs,46,46,46
SBF2-0.25/scholl_c=1584,180.698292016,S_hoffmann/cbfs,44,45,44
SBF2-0.25/scholl_c=1620,33.202003699,S_hoffmann/cbfs,44,44,44
SBF2-0.25/scholl_c=1659,188.368967339,S_hoffmann/cbfs,42,43,42
SBF2-0.25/scholl_c=1699,51.475610317,S_hoffmann/cbfs,42,42,42
SBF2-0.25/scholl_c=1742,185.392337225,S_hoffmann/cbfs,40,41,40
SBF2-0.25/scholl_c=1787,229.629543816,S_hoffmann/cbfs,39,40,39
SBF2-0.25/scholl_c=1834,169.911914389,S_hoffmann/cbfs,38,39,38
SBF2-0.25/scholl_c=1883,175.680331165,S_hoffmann/cbfs,37,38,37
SBF2-0.25/scholl_c=1935,55.256223984,S_hoffmann/cbfs,36,37,36
SBF2-0.25/scholl_c=1991,163.887899577,S_hoffmann/cbfs,35,36,35
SBF2-0.25/scholl_c=2049,167.515778014,S_hoffmann/cbfs,34,35,34
SBF2-0.25/scholl_c=2111,52.932011857,S_hoffmann/cbfs,33,34,33
SBF2-0.25/scholl_c=2177,70.853184442,S_hoffmann/cbfs,32,33,32
SBF2-0.25/scholl_c=2247,87.052082181,S_hoffmann/cbfs,31,32,31
SBF2-0.25/scholl_c=2322,158.958214304,S_hoffmann/cbfs,30,31,30
SBF2-0.25/scholl_c=2402,52.087717416,S_hoffmann/cbfs,29,30,29
SBF2-0.25/scholl_c=2488,142.481148963,S_hoffmann/cbfs,28,29,28
SBF2-0.25/scholl_c=2580,80.155943495,S_hoffmann/cbfs,27,28,27
SBF2-0.25/scholl_c=2680,148.93239043,S_hoffmann/cbfs,26,27,26
SBF2-0.25/scholl_c=2787,149.698329687,S_hoffmann/cbfs,25,26,25
SBF2-0.25/Tonge70_c=160,0.177146437,S_hoffmann/cbfs,23,23,23
SBF2-0.25/Tonge70_c=168,0.170941859,S_hoffmann/cbfs,22,22,22
SBF2-0.25/Tonge70_c=176,0.552563212,S_hoffmann/cbfs,21,21,21
SBF2-0.25/Tonge70_c=185,0.104688506,S_hoffmann/cbfs,20,20,20
SBF2-0.25/Tonge70_c=195,0.258366572,S_hoffmann/cbfs,19,19,19
SBF2-0.25/Tonge70_c=207,0.244422012,S_hoffmann/cbfs,18,18,18
SBF2-0.25/Tonge70_c=220,0.201616279,S_hoffmann/cbfs,17,17,17
SBF2-0.25/Tonge70_c=234,0.166485616,S_hoffmann/cbfs,16,16,16
SBF2-0.25/Tonge70_c=251,4.59092551,S_hoffmann/cbfs,14,14,14
SBF2-0.25/Tonge70_c=270,0.248520693,S_hoffmann/cbfs,14,14,14
SBF2-0.25/Tonge70_c=293,0.705269991,S_hoffmann/cbfs,13,13,13
SBF2-0.25/Tonge70_c=320,0.28867109,S_hoffmann/cbfs,11,11,11
SBF2-0.25/tonge70_c=364,0.05901959,S_hoffmann/cbfs,10,10,10
SBF2-0.25/tonge70_c=410,0.068356888,S_hoffmann/cbfs,9,9,9
SBF2-0.25/tonge70_c=468,0.070323171,S_hoffmann/cbfs,8,8,8
SBF2-0.25/tonge70_c=527,0.051916571,S_hoffmann/cbfs,7,7,7
SBF2-0.25/warnecke_c=104,0.09524758,S_hoffmann/cbfs,15,15,15
SBF2-0.25/warnecke_c=111,0.119144083,S_hoffmann/cbfs,14,14,14
SBF2-0.25/warnecke_c=54,0.082962095,S_hoffmann/cbfs,31,31,31
SBF2-0.25/warnecke_c=56,0.060476899,S_hoffmann/cbfs,29,29,29
SBF2-0.25/warnecke_c=58,0.032073411,S_hoffmann/cbfs,29,29,29
SBF2-0.25/warnecke_c=60,0.096191952,S_hoffmann/cbfs,27,27,27
SBF2-0.25/warnecke_c=62,0.137603611,S_hoffmann/cbfs,27,27,27
SBF2-0.25/warnecke_c=65,0.470151133,S_hoffmann/cbfs,25,25,25
SBF2-0.25/warnecke_c=68,0.030088512,S_hoffmann/cbfs,24,24,24
SBF2-0.25/warnecke_c=71,0.095708693,S_hoffmann/cbfs,23,23,23
SBF2-0.25/warnecke_c=74,0.047924418,S_hoffmann/cbfs,22,22,22
SBF2-0.25/warnecke_c=78,0.063264714,S_hoffmann/cbfs,21,21,21
SBF2-0.25/warnecke_c=82,0.063391852,S_hoffmann/cbfs,20,20,20
SBF2-0.25/warnecke_c=86,0.041152763,S_hoffmann/cbfs,19,19,19
SBF2-0.25/warnecke_c=92,0.16520508,S_hoffmann/cbfs,17,17,17
SBF2-0.25/warnecke_c=97,0.048711568,S_hoffmann/cbfs,17,17,17
SBF2-0.25/wee-mag_c=28,0.0327967,S_hoffmann/cbfs,63,63,63
SBF2-0.25/wee-mag_c=29,0.013658563,S_hoffmann/cbfs,63,63,63
SBF2-0.25/wee-mag_c=30,0.034600074,S_hoffmann/cbfs,62,62,62
SBF2-0.25/wee-mag_c=31,0.02320513,S_hoffmann/cbfs,62,62,62
SBF2-0.25/wee-mag_c=32,0.024440652,S_hoffmann/cbfs,61,61,61
SBF2-0.25/wee-mag_c=33,0.028754675,S_hoffmann/cbfs,61,61,61
SBF2-0.25/wee-mag_c=34,0.022289336,S_hoffmann/cbfs,61,61,61
SBF2-0.25/wee-mag_c=35,0.019645913,S_hoffmann/cbfs,60,60,60
SBF2-0.25/wee-mag_c=36,0.02159686,S_hoffmann/cbfs,60,60,60
SBF2-0.25/wee-mag_c=37,0.021145704,S_hoffmann/cbfs,60,60,60
SBF2-0.25/wee-mag_c=38,0.019738939,S_hoffmann/cbfs,60,60,60
SBF2-0.25/wee-mag_c=39,0.019222583,S_hoffmann/cbfs,60,60,60
SBF2-0.25/wee-mag_c=40,0.014261944,S_hoffmann/cbfs,60,60,60
SBF2-0.25/wee-mag_c=41,0.015225644,S_hoffmann/cbfs,59,59,59
SBF2-0.25/wee-mag_c=42,0.014811728,S_hoffmann/cbfs,55,55,55
SBF2-0.25/wee-mag_c=43,0.01691138,S_hoffmann/cbfs,50,50,50
SBF2-0.25/wee-mag_c=45,17.994735655,S_hoffmann/cbfs,38,38,38
SBF2-0.25/wee-mag_c=46,1.589024287,S_hoffmann/cbfs,34,34,34
SBF2-0.25/wee-mag_c=47,0.454602653,S_hoffmann/cbfs,33,33,33
SBF2-0.25/wee-mag_c=49,0.0701805,S_hoffmann/cbfs,32,32,32
SBF2-0.25/wee-mag_c=50,0.040219163,S_hoffmann/cbfs,32,32,32
SBF2-0.25/wee-mag_c=52,0.147604277,S_hoffmann/cbfs,31,31,31
SBF2-0.25/wee-mag_c=54,0.04344041,S_hoffmann/cbfs,31,31,31
SBF2-0.25/wee-mag_c=56,0.062756096,S_hoffmann/cbfs,30,30,30
SBF2-0.50/Arc111_c=10027,12.853228113,S_hoffmann/cbfs,16,16,16
SBF2-0.50/Arc111_c=10743,12.771666759,S_hoffmann/cbfs,15,15,15
SBF2-0.50/arc111_c=11378,5.169471107,S_hoffmann/cbfs,14,14,14
SBF2-0.50/Arc111_c=11570,63.981287716,S_hoffmann/cbfs,13,14,13
SBF2-0.50/Arc111_c=17067,0.477043615,S_hoffmann/cbfs,9,9,9
SBF2-0.50/arc111_c=5755,13.454980125,S_hoffmann/cbfs,27,27,27
SBF2-0.50/Arc111_c=5785,13.452903313,S_hoffmann/cbfs,27,27,27
SBF2-0.50/Arc111_c=6016,10.035131557,S_hoffmann/cbfs,26,26,26
SBF2-0.50/Arc111_c=6267,13.349560456,S_hoffmann/cbfs,25,25,25
SBF2-0.50/Arc111_c=6540,13.335233476,S_hoffmann/cbfs,24,24,24
SBF2-0.50/Arc111_c=6837,13.13472529,S_hoffmann/cbfs,23,23,23
SBF2-0.50/Arc111_c=7162,12.008724145,S_hoffmann/cbfs,22,22,22
SBF2-0.50/Arc111_c=7520,46.522062453,S_hoffmann/cbfs,21,21,21
SBF2-0.50/Arc111_c=7916,13.107543363,S_hoffmann/cbfs,20,20,20
SBF2-0.50/Arc111_c=8356,12.957827209,S_hoffmann/cbfs,19,19,19
SBF2-0.50/arc111_c=8847,12.964249204,S_hoffmann/cbfs,18,18,18
SBF2-0.50/Arc111_c=9400,12.97418873,S_hoffmann/cbfs,17,17,17
SBF2-0.50/arc83_c=10816,12.07602958,S_hoffmann/cbfs,8,8,8
SBF2-0.50/Arc83_c=3786,0.507479884,S_hoffmann/cbfs,21,21,21
SBF2-0.50/Arc83_c=3985,0.455385983,S_hoffmann/cbfs,20,20,20
SBF2-0.50/Arc83_c=4206,0.468937256,S_hoffmann/cbfs,19,19,19
SBF2-0.50/Arc83_c=4454,0.368353147,S_hoffmann/cbfs,18,18,18
SBF2-0.50/Arc83_c=4732,0.486965168,S_hoffmann/cbfs,17,17,17
SBF2-0.50/Arc83_c=5048,0.276608689,S_hoffmann/cbfs,16,16,16
SBF2-0.50/Arc83_c=5408,0.32419213,S_hoffmann/cbfs,15,15,15
SBF2-0.50/Arc83_c=5824,0.121666852,S_hoffmann/cbfs,14,14,14
SBF2-0.50/arc83_c=5853,0.141882452,S_hoffmann/cbfs,14,14,14
SBF2-0.50/Arc83_c=6309,0.219766807,S_hoffmann/cbfs,13,13,13
SBF2-0.50/arc83_c=6842,0.123828398,S_hoffmann/cbfs,12,12,12
SBF2-0.50/Arc83_c=6883,0.215526418,S_hoffmann/cbfs,12,12,12
SBF2-0.50/Arc83_c=7571,0.160401765,S_hoffmann/cbfs,11,11,11
SBF2-0.50/arc83_c=8412,0.385010451,S_hoffmann/cbfs,10,10,10
SBF2-0.50/arc83_c=8898,0.104850236,S_hoffmann/cbfs,9,9,9
SBF2-0.50/barthol2_c=101,145.663494144,S_hoffmann/cbfs,42,43,42
SBF2-0.50/barthol2_c=104,126.000386776,S_hoffmann/cbfs,41,42,41
SBF2-0.50/barthol2_c=106,131.928553841,S_hoffmann/cbfs,40,41,40
SBF2-0.50/barthol2_c=109,258.416178071,S_hoffmann/cbfs,39,40,39
SBF2-0.50/barthol2_c=112,179.072286847,S_hoffmann/cbfs,38,39,38
SBF2-0.50/barthol2_c=115,261.40786286,S_hoffmann/cbfs,37,38,37
SBF2-0.50/barthol2_c=118,187.58144219,S_hoffmann/cbfs,36,37,36
SBF2-0.50/barthol2_c=121,188.413026512,S_hoffmann/cbfs,35,36,35
SBF2-0.50/barthol2_c=125,127.001829976,S_hoffmann/cbfs,34,35,34
