inst,elapsed,alg,lb,ub,blb
SBF2-0.50/Tonge70_c=160,0.237733655,S_hoffmann/cbfs,23,23,23
SBF2-0.50/Tonge70_c=168,0.481935913,S_hoffmann/cbfs,22,22,22
SBF2-0.50/Tonge70_c=176,0.530562503,S_hoffmann/cbfs,21,21,21
SBF2-0.50/Tonge70_c=185,0.192137549,S_hoffmann/cbfs,20,20,20
SBF2-0.50/Tonge70_c=195,0.231147566,S_hoffmann/cbfs,19,19,19
SBF2-0.50/Tonge70_c=207,0.311615864,S_hoffmann/cbfs,18,18,18
SBF2-0.50/Tonge70_c=220,0.481617043,S_hoffmann/cbfs,17,17,17
SBF2-0.50/Tonge70_c=234,0.237476807,S_hoffmann/cbfs,16,16,16
SBF2-0.50/Tonge70_c=251,2.388920045,S_hoffmann/cbfs,14,14,14
SBF2-0.50/Tonge70_c=270,0.692632813,S_hoffmann/cbfs,14,14,14
SBF2-0.50/Tonge70_c=293,0.365405623,S_hoffmann/cbfs,13,13,13
SBF2-0.50/Tonge70_c=320,0.49520632,S_hoffmann/cbfs,11,11,11
SBF2-0.50/tonge70_c=364,0.066839959,S_hoffmann/cbfs,10,10,10
SBF2-0.50/tonge70_c=410,0.06764286,S_hoffmann/cbfs,9,9,9
SBF2-0.50/tonge70_c=468,0.07964239,S_hoffmann/cbfs,8,8,8
SBF2-0.50/tonge70_c=527,0.062717877,S_hoffmann/cbfs,7,7,7
SBF2-0.50/warnecke_c=104,0.089849547,S_hoffmann/cbfs,15,15,15
SBF2-0.50/warnecke_c=111,0.103936984,S_hoffmann/cbfs,14,14,14
SBF2-0.50/warnecke_c=54,0.022803586,S_hoffmann/cbfs,31,31,31
SBF2-0.50/warnecke_c=56,0.054972764,S_hoffmann/cbfs,29,29,29
SBF2-0.50/warnecke_c=58,0.057391326,S_hoffmann/cbfs,29,29,29
SBF2-0.50/warnecke_c=60,0.076456511,S_hoffmann/cbfs,27,27,27
SBF2-0.50/warnecke_c=62,0.065656,S_hoffmann/cbfs,27,27,27
SBF2-0.50/warnecke_c=65,0.140544415,S_hoffmann/cbfs,25,25,25
SBF2-0.50/warnecke_c=68,0.10334033,S_hoffmann/cbfs,24,24,24
SBF2-0.50/warnecke_c=71,0.050337184,S_hoffmann/cbfs,23,23,23
SBF2-0.50/warnecke_c=74,0.055614031,S_hoffmann/cbfs,22,22,22
SBF2-0.50/warnecke_c=78,0.124611642,S_hoffmann/cbfs,21,21,21
SBF2-0.50/warnecke_c=82,0.063649435,S_hoffmann/cbfs,20,20,20
SBF2-0.50/warnecke_c=86,0.04833839,S_hoffmann/cbfs,19,19,19
SBF2-0.50/warnecke_c=92,0.07168104,S_hoffmann/cbfs,17,17,17
SBF2-0.50/warnecke_c=97,0.049594672,S_hoffmann/cbfs,17,17,17
SBF2-0.50/wee-mag_c=28,0.024626361,S_hoffmann/cbfs,63,63,63
SBF2-0.50/wee-mag_c=29,0.021112792,S_hoffmann/cbfs,63,63,63
SBF2-0.50/wee-mag_c=30,0.033756164,S_hoffmann/cbfs,62,62,62
SBF2-0.50/wee-mag_c=31,0.030791959,S_hoffmann/cbfs,62,62,62
SBF2-0.50/wee-mag_c=32,0.024688196,S_hoffmann/cbfs,61,61,61
SBF2-0.50/wee-mag_c=33,0.022279348,S_hoffmann/cbfs,61,61,61
SBF2-0.50/wee-mag_c=34,0.02228179,S_hoffmann/cbfs,61,61,61
SBF2-0.50/wee-mag_c=35,0.014937799,S_hoffmann/cbfs,60,60,60
SBF2-0.50/wee-mag_c=36,0.020969729,S_hoffmann/cbfs,60,60,60
SBF2-0.50/wee-mag_c=37,0.021636901,S_hoffmann/cbfs,60,60,60
SBF2-0.50/wee-mag_c=38,0.014857771,S_hoffmann/cbfs,60,60,60
SBF2-0.50/wee-mag_c=39,0.021695958,S_hoffmann/cbfs,60,60,60
SBF2-0.50/wee-mag_c=40,0.020786415,S_hoffmann/cbfs,60,60,60
SBF2-0.50/wee-mag_c=41,0.015698427,S_hoffmann/cbfs,59,59,59
SBF2-0.50/wee-mag_c=42,0.022964528,S_hoffmann/cbfs,55,55,55
SBF2-0.50/wee-mag_c=43,1.115634332,S_hoffmann/cbfs,50,50,50
SBF2-0.50/wee-mag_c=45,1.274623411,S_hoffmann/cbfs,38,38,38
SBF2-0.50/wee-mag_c=46,1.141414656,S_hoffmann/cbfs,34,34,34
SBF2-0.50/wee-mag_c=47,1.157567713,S_hoffmann/cbfs,33,33,33
SBF2-0.50/wee-mag_c=49,0.572527851,S_hoffmann/cbfs,32,32,32
SBF2-0.50/wee-mag_c=50,0.185048681,S_hoffmann/cbfs,32,32,32
SBF2-0.50/wee-mag_c=52,0.811677852,S_hoffmann/cbfs,31,31,31
SBF2-0.50/wee-mag_c=54,0.043780096,S_hoffmann/cbfs,31,31,31
SBF2-0.50/wee-mag_c=56,0.05965952,S_hoffmann/cbfs,30,30,30
SBF2-0.75/Arc111_c=10027,12.92246502,S_hoffmann/cbfs,16,16,16
SBF2-0.75/Arc111_c=10743,12.820130091,S_hoffmann/cbfs,15,15,15
SBF2-0.75/arc111_c=11378,12.006814886,S_hoffmann/cbfs,14,14,14
SBF2-0.75/Arc111_c=11570,104.486964023,S_hoffmann/cbfs,13,14,13
SBF2-0.75/Arc111_c=17067,2.070837595,S_hoffmann/cbfs,9,9,9
SBF2-0.75/arc111_c=5755,132.002072385,S_hoffmann/cbfs,27,28,27
SBF2-0.75/Arc111_c=5785,14.487285845,S_hoffmann/cbfs,27,27,27
SBF2-0.75/Arc111_c=6016,15.71628246,S_hoffmann/cbfs,26,26,26
SBF2-0.75/Arc111_c=6267,13.491507486,S_hoffmann/cbfs,25,25,25
SBF2-0.75/Arc111_c=6540,13.394971235,S_hoffmann/cbfs,24,24,24
SBF2-0.75/Arc111_c=6837,12.005181224,S_hoffmann/cbfs,23,23,23
SBF2-0.75/Arc111_c=7162,12.007697456,S_hoffmann/cbfs,22,22,22
SBF2-0.75/Arc111_c=7520,37.722952772,S_hoffmann/cbfs,21,21,21
SBF2-0.75/Arc111_c=7916,12.924342825,S_hoffmann/cbfs,20,20,20
SBF2-0.75/Arc111_c=8356,13.152008376,S_hoffmann/cbfs,19,19,19
SBF2-0.75/arc111_c=8847,13.161932578,S_hoffmann/cbfs,18,18,18
SBF2-0.75/Arc111_c=9400,12.940505063,S_hoffmann/cbfs,17,17,17
SBF2-0.75/arc83_c=10816,12.083002743,S_hoffmann/cbfs,8,8,8
SBF2-0.75/Arc83_c=3786,0.452941149,S_hoffmann/cbfs,21,21,21
SBF2-0.75/Arc83_c=3985,0.846515862,S_hoffmann/cbfs,20,20,20
SBF2-0.75/Arc83_c=4206,0.545964796,S_hoffmann/cbfs,19,19,19
SBF2-0.75/Arc83_c=4454,22.782911456,S_hoffmann/cbfs,18,18,18
SBF2-0.75/Arc83_c=4732,0.354868412,S_hoffmann/cbfs,17,17,17
SBF2-0.75/Arc83_c=5048,0.477539807,S_hoffmann/cbfs,16,16,16
SBF2-0.75/Arc83_c=5408,0.405858899,S_hoffmann/cbfs,15,15,15
SBF2-0.75/Arc83_c=5824,0.224439777,S_hoffmann/cbfs,14,14,14
SBF2-0.75/arc83_c=5853,0.198294764,S_hoffmann/cbfs,14,14,14
SBF2-0.75/Arc83_c=6309,0.304260937,S_hoffmann/cbfs,13,13,13
SBF2-0.75/arc83_c=6842,0.787900456,S_hoffmann/cbfs,12,12,12
SBF2-0.75/Arc83_c=6883,0.22043524,S_hoffmann/cbfs,12,12,12
SBF2-0.75/Arc83_c=7571,0.109550541,S_hoffmann/cbfs,11,11,11
SBF2-0.75/arc83_c=8412,0.258171631,S_hoffmann/cbfs,10,10,10
SBF2-0.75/arc83_c=8898,0.121687581,S_hoffmann/cbfs,9,9,9
SBF2-0.75/barthol2_c=101,75.254244655,S_hoffmann/cbfs,42,42,42
SBF2-0.75/barthol2_c=104,126.002317655,S_hoffmann/cbfs,41,42,41
SBF2-0.75/barthol2_c=106,138.551180804,S_hoffmann/cbfs,40,41,40
SBF2-0.75/barthol2_c=109,132.326923263,S_hoffmann/cbfs,39,40,39
SBF2-0.75/barthol2_c=112,152.091529531,S_hoffmann/cbfs,38,39,38
SBF2-0.75/barthol2_c=115,143.031830026,S_hoffmann/cbfs,37,38,37
SBF2-0.75/barthol2_c=118,130.851503609,S_hoffmann/cbfs,36,37,36
SBF2-0.75/barthol2_c=121,220.356855113,S_hoffmann/cbfs,35,36,35
SBF2-0.75/barthol2_c=125,191.034740337,S_hoffmann/cbfs,34,35,34
SBF2-0.75/barthol2_c=129,207.183278984,S_hoffmann/cbfs,33,34,33
SBF2-0.75/barthol2_c=133,262.007423887,S_hoffmann/cbfs,32,33,32
SBF2-0.75/barthol2_c=137,179.411196048,S_hoffmann/cbfs,31,32,31
SBF2-0.75/barthol2_c=142,143.029115835,S_hoffmann/cbfs,30,31,30
SBF2-0.75/barthol2_c=146,94.224202474,S_hoffmann/cbfs,29,30,29
SBF2-0.75/barthol2_c=152,151.944608096,S_hoffmann/cbfs,28,29,28
SBF2-0.75/barthol2_c=157,154.180753858,S_hoffmann/cbfs,27,28,27
SBF2-0.75/barthol2_c=163,78.091188591,S_hoffmann/cbfs,26,27,26
SBF2-0.75/barthol2_c=170,222.806916399,S_hoffmann/cbfs,25,26,25
SBF2-0.75/barthol2_c=84,125.063109776,S_hoffmann/cbfs,51,52,51
SBF2-0.75/barthol2_c=85,126.104139835,S_hoffmann/cbfs,51,52,51
SBF2-0.75/barthol2_c=87,125.056139098,S_hoffmann/cbfs,49,50,49
SBF2-0.75/barthol2_c=89,126.106774234,S_hoffmann/cbfs,48,50,48
SBF2-0.75/barthol2_c=91,127.00510558,S_hoffmann/cbfs,47,48,47
SBF2-0.75/barthol2_c=93,126.018916879,S_hoffmann/cbfs,46,47,46
SBF2-0.75/barthol2_c=95,126.031993961,S_hoffmann/cbfs,45,46,45
SBF2-0.75/barthol2_c=97,126.008487676,S_hoffmann/cbfs,44,45,44
SBF2-0.75/barthol2_c=99,126.005324573,S_hoffmann/cbfs,43,44,43
SBF2-0.75/barthold_c=403,136.677034979,S_hoffmann/cbfs,14,15,14
SBF2-0.75/barthold_c=434,137.862400943,S_hoffmann/cbfs,13,14,13
SBF2-0.75/barthold_c=470,36.044802826,S_hoffmann/cbfs,12,13,12
SBF2-0.75/barthold_c=513,51.108277137,S_hoffmann/cbfs,11,12,11
SBF2-0.75/barthold_c=564,36.83962629,S_hoffmann/cbfs,10,11,10
SBF2-0.75/barthold_c=626,51.175882486,S_hoffmann/cbfs,9,10,9
SBF2-0.75/barthold_c=705,32.421724358,S_hoffmann/cbfs,8,9,8
SBF2-0.75/barthold_c=805,29.96341568,S_hoffmann/cbfs,7,8,7
SBF2-0.75/bowman8_c=20,0.001595457,S_hoffmann/cbfs,5,5,5
SBF2-0.75/buxey_c=27,0.006575696,S_hoffmann/cbfs,13,13,13
SBF2-0.75/buxey_c=30,0.007217892,S_hoffmann/cbfs,12,12,12
SBF2-0.75/buxey_c=33,0.007515185,S_hoffmann/cbfs,11,11,11
SBF2-0.75/buxey_c=36,0.014668669,S_hoffmann/cbfs,10,10,10
SBF2-0.75/buxey_c=41,0.007790372,S_hoffmann/cbfs,8,8,8
SBF2-0.75/buxey_c=47,0.018132105,S_hoffmann/cbfs,7,7,7
SBF2-0.75/buxey_c=54,0.011982405,S_hoffmann/cbfs,7,7,7
SBF2-0.75/gunther_c=41,0.006914863,S_hoffmann/cbfs,14,14,14
SBF2-0.75/gunther_c=44,0.008746327,S_hoffmann/cbfs,12,12,12
SBF2-0.75/gunther_c=49,0.008795537,S_hoffmann/cbfs,11,11,11
SBF2-0.75/gunther_c=54,0.017845704,S_hoffmann/cbfs,9,9,9
SBF2-0.75/gunther_c=61,0.013397411,S_hoffmann/cbfs,9,9,9
SBF2-0.75/gunther_c=69,0.016824131,S_hoffmann/cbfs,8,8,8
SBF2-0.75/gunther_c=81,0.017967754,S_hoffmann/cbfs,7,7,7
SBF2-0.75/hahn_c=2004,0.020935489,S_hoffmann/cbfs,8,8,8
SBF2-0.75/hahn_c=2338,0.013785365,S_hoffmann/cbfs,7,7,7
SBF2-0.75/hahn_c=2806,0.030750843,S_hoffmann/cbfs,6,6,6
SBF2-0.75/hahn_c=3507,0.019311665,S_hoffmann/cbfs,5,5,5
SBF2-0.75/hahn_c=4676,0.012054827,S_hoffmann/cbfs,4,4,4
SBF2-0.75/heskia_c=138,0.013403429,S_hoffmann/cbfs,8,8,8
SBF2-0.75/heskia_c=205,2.090492886,S_hoffmann/cbfs,5,5,5
SBF2-0.75/heskia_c=216,0.012941854,S_hoffmann/cbfs,5,5,5
SBF2-0.75/heskia_c=256,0.014779141,S_hoffmann/cbfs,4,4,4
SBF2-0.75/heskia_c=324,0.007774788,S_hoffmann/cbfs,4,4,4
SBF2-0.75/heskia_c=342,0.012134849,S_hoffmann/cbfs,3,3,3
SBF2-0.75/jackson_c=10,0.002145172,S_hoffmann/cbfs,5,5,5
SBF2-0.75/jackson_c=13,0.00282888,S_hoffmann/cbfs,4,4,4
SBF2-0.75/jackson_c=14,0.009026856,S_hoffmann/cbfs,4,4,4
SBF2-0.75/jackson_c=21,0.001931652,S_hoffmann/cbfs,3,3,3
SBF2-0.75/jackson_c=7,0.008393334,S_hoffmann/cbfs,8,8,8
SBF2-0.75/jackson_c=9,0.002242751,S_hoffmann/cbfs,6,6,6
SBF2-0.75/jaeschke_c=10,0.001762278,S_hoffmann/cbfs,4,4,4
SBF2-0.75/jaeschke_c=18,0.008303175,S_hoffmann/cbfs,3,3,3
SBF2-0.75/jaeschke_c=6,0.008254235,S_hoffmann/cbfs,8,8,8
SBF2-0.75/jaeschke_c=7,0.008687863,S_hoffmann/cbfs,7,7,7
SBF2-0.75/jaeschke_c=8,0.008927346,S_hoffmann/cbfs,6,6,6
SBF2-0.75/kilbrid_c=110,0.036153779,S_hoffmann/cbfs,6,6,6
SBF2-0.75/kilbrid_c=111,0.086568752,S_hoffmann/cbfs,5,5,5
SBF2-0.75/kilbrid_c=138,0.024268963,S_hoffmann/cbfs,4,4,4
SBF2-0.75/kilbrid_c=184,0.008373462,S_hoffmann/cbfs,3,3,3
SBF2-0.75/kilbrid_c=56,0.100929754,S_hoffmann/cbfs,10,10,10
SBF2-0.75/kilbrid_c=57,0.159493191,S_hoffmann/cbfs,10,10,10
SBF2-0.75/kilbrid_c=62,0.088521288,S_hoffmann/cbfs,9,9,9
SBF2-0.75/kilbrid_c=69,0.175823258,S_hoffmann/cbfs,8,8,8
SBF2-0.75/kilbrid_c=79,3.67322634,S_hoffmann/cbfs,7,7,7
SBF2-0.75/kilbrid_c=92,0.031166557,S_hoffmann/cbfs,6,6,6
SBF2-0.75/lutz1_c=1414,0.013194225,S_hoffmann/cbfs,11,11,11
SBF2-0.75/lutz1_c=1572,0.005192082,S_hoffmann/cbfs,10,10,10
SBF2-0.75/lutz1_c=1768,0.007213506,S_hoffmann/cbfs,9,9,9
SBF2-0.75/lutz1_c=2020,0.010223078,S_hoffmann/cbfs,8,8,8
SBF2-0.75/lutz1_c=2357,0.016146691,S_hoffmann/cbfs,7,7,7
SBF2-0.75/lutz1_c=2828,0.014878322,S_hoffmann/cbfs,6,6,6
SBF2-0.75/lutz2_c=11,0.098772501,S_hoffmann/cbfs,49,49,49
SBF2-0.75/lutz2_c=12,0.110491861,S_hoffmann/cbfs,44,44,44
SBF2-0.75/lutz2_c=13,0.11237754,S_hoffmann/cbfs,40,40,40
SBF2-0.75/lutz2_c=14,0.136279536,S_hoffmann/cbfs,37,37,37
SBF2-0.75/lutz2_c=15,0.140034759,S_hoffmann/cbfs,34,34,34
SBF2-0.75/lutz2_c=16,0.131422883,S_hoffmann/cbfs,31,31,31
SBF2-0.75/lutz2_c=17,0.141887562,S_hoffmann/cbfs,29,29,29
SBF2-0.75/lutz2_c=18,0.133551922,S_hoffmann/cbfs,28,28,28
SBF2-0.75/lutz2_c=19,0.123769831,S_hoffmann/cbfs,26,26,26
SBF2-0.75/lutz2_c=20,0.273961736,S_hoffmann/cbfs,25,25,25
SBF2-0.75/lutz2_c=21,0.184772729,S_hoffmann/cbfs,24,24,24
SBF2-0.75/lutz3_c=103,0.201242805,S_hoffmann/cbfs,17,17,17
SBF2-0.75/lutz3_c=110,0.344283439,S_hoffmann/cbfs,15,15,15
SBF2-0.75/lutz3_c=118,1.045135184,S_hoffmann/cbfs,14,14,14
SBF2-0.75/lutz3_c=127,0.327055507,S_hoffmann/cbfs,14,14,14
SBF2-0.75/lutz3_c=137,0.303023549,S_hoffmann/cbfs,13,13,13
SBF2-0.75/lutz3_c=150,0.435553159,S_hoffmann/cbfs,12,12,12
SBF2-0.75/lutz3_c=75,0.23924412,S_hoffmann/cbfs,23,23,23
SBF2-0.75/lutz3_c=79,0.232953459,S_hoffmann/cbfs,22,22,22
SBF2-0.75/lutz3_c=83,0.20444734,S_hoffmann/cbfs,21,21,21
SBF2-0.75/lutz3_c=87,0.146979094,S_hoffmann/cbfs,20,20,20
SBF2-0.75/lutz3_c=92,0.247568136,S_hoffmann/cbfs,19,19,19
SBF2-0.75/lutz3_c=97,0.189330377,S_hoffmann/cbfs,18,18,18
SBF2-0.75/mansoor_c=48,0.008602989,S_hoffmann/cbfs,4,4,4
SBF2-0.75/mansoor_c=62,0.002826178,S_hoffmann/cbfs,3,3,3
SBF2-0.75/mansoor_c=94,0.002126527,S_hoffmann/cbfs,2,2,2
SBF2-0.75/mertens_c=10,0.008220772,S_hoffmann/cbfs,3,3,3
SBF2-0.75/mertens_c=15,0.002155653,S_hoffmann/cbfs,2,2,2
SBF2-0.75/mertens_c=18,0.008880401,S_hoffmann/cbfs,2,2,2
SBF2-0.75/mertens_c=6,0.008237566,S_hoffmann/cbfs,6,6,6
SBF2-0.75/mertens_c=7,0.001597356,S_hoffmann/cbfs,5,5,5
SBF2-0.75/mertens_c=8,0.008293638,S_hoffmann/cbfs,5,5,5
SBF2-0.75/mitchell_c=14,0.010260141,S_hoffmann/cbfs,8,8,8
SBF2-0.75/mitchell_c=15,0.003415395,S_hoffmann/cbfs,8,8,8
SBF2-0.75/mitchell_c=21,0.008839195,S_hoffmann/cbfs,5,5,5
SBF2-0.75/mitchell_c=26,0.008862171,S_hoffmann/cbfs,5,5,5
SBF2-0.75/mitchell_c=35,0.00289415,S_hoffmann/cbfs,3,3,3
SBF2-0.75/mitchell_c=39,0.009619442,S_hoffmann/cbfs,3,3,3
SBF2-0.75/mukherje_c=176,3.295402489,S_hoffmann/cbfs,25,25,25
SBF2-0.75/mukherje_c=183,4.712075593,S_hoffmann/cbfs,24,24,24
SBF2-0.75/mukherje_c=192,123.003655463,S_hoffmann/cbfs,23,24,23
SBF2-0.75/mukherje_c=201,123.002534724,S_hoffmann/cbfs,22,23,22
SBF2-0.75/mukherje_c=211,134.003170476,S_hoffmann/cbfs,21,22,21
SBF2-0.75/mukherje_c=222,85.136469031,S_hoffmann/cbfs,20,20,20
SBF2-0.75/mukherje_c=234,12.079618978,S_hoffmann/cbfs,19,19,19
SBF2-0.75/mukherje_c=248,13.547248351,S_hoffmann/cbfs,18,18,18
SBF2-0.75/mukherje_c=263,12.003145399,S_hoffmann/cbfs,17,17,17
SBF2-0.75/mukherje_c=281,6.057789616,S_hoffmann/cbfs,16,16,16
SBF2-0.75/mukherje_c=301,12.005523406,S_hoffmann/cbfs,15,15,15
SBF2-0.75/mukherje_c=324,4.030969375,S_hoffmann/cbfs,14,14,14
SBF2-0.75/mukherje_c=351,2.622494517,S_hoffmann/cbfs,13,13,13
SBF2-0.75/roszieg_c=14,0.005142255,S_hoffmann/cbfs,10,10,10
SBF2-0.75/roszieg_c=16,0.010800224,S_hoffmann/cbfs,8,8,8
SBF2-0.75/roszieg_c=18,0.005724839,S_hoffmann/cbfs,8,8,8
SBF2-0.75/roszieg_c=21,0.015084859,S_hoffmann/cbfs,6,6,6
SBF2-0.75/roszieg_c=25,0.00603142,S_hoffmann/cbfs,6,6,6
SBF2-0.75/roszieg_c=32,0.010120665,S_hoffmann/cbfs,4,4,4
SBF2-0.75/sawyer30_c=25,0.01274488,S_hoffmann/cbfs,14,14,14
SBF2-0.75/sawyer30_c=27,0.01934586,S_hoffmann/cbfs,13,13,13
SBF2-0.75/sawyer30_c=30,0.014827405,S_hoffmann/cbfs,12,12,12
SBF2-0.75/Sawyer30_c=33,0.017224348,S_hoffmann/cbfs,11,11,11
SBF2-0.75/sawyer30_c=36,0.012616518,S_hoffmann/cbfs,10,10,10
SBF2-0.75/sawyer30_c=41,0.01838935,S_hoffmann/cbfs,8,8,8
SBF2-0.75/Sawyer30_c=47,0.021511666,S_hoffmann/cbfs,7,7,7
SBF2-0.75/sawyer30_c=54,0.022004603,S_hoffmann/cbfs,7,7,7
SBF2-0.75/sawyer30_c=75,0.016027248,S_hoffmann/cbfs,5,5,5
SBF2-0.75/scholl_c=1394,150.106068105,S_hoffmann/cbfs,50,52,50
SBF2-0.75/scholl_c=1422,153.044095383,S_hoffmann/cbfs,50,51,50
SBF2-0.75/scholl_c=1452,153.060075913,S_hoffmann/cbfs,48,50,48
SBF2-0.75/scholl_c=1483,151.056379324,S_hoffmann/cbfs,47,49,47
SBF2-0.75/scholl_c=1515,151.087051311,S_hoffmann/cbfs,46,48,46
SBF2-0.75/scholl_c=1548,151.096265426,S_hoffmann/cbfs,46,47,46
SBF2-0.75/scholl_c=1584,151.062151776,S_hoffmann/cbfs,44,46,44
SBF2-0.75/scholl_c=1620,151.034515898,S_hoffmann/cbfs,44,45,44
SBF2-0.75/scholl_c=1659,151.071357546,S_hoffmann/cbfs,42,44,42
SBF2-0.75/scholl_c=1699,150.009801835,S_hoffmann/cbfs,42,43,42
SBF2-0.75/scholl_c=1742,326.765452033,S_hoffmann/cbfs,40,41,40
SBF2-0.75/scholl_c=1787,167.244758379,S_hoffmann/cbfs,39,40,39
SBF2-0.75/scholl_c=1834,154.938158711,S_hoffmann/cbfs,38,39,38
SBF2-0.75/scholl_c=1883,152.118415558,S_hoffmann/cbfs,37,38,37
SBF2-0.75/scholl_c=1935,115.756275791,S_hoffmann/cbfs,36,37,36
SBF2-0.75/scholl_c=1991,160.759095399,S_hoffmann/cbfs,35,36,35
SBF2-0.75/scholl_c=2049,149.591164911,S_hoffmann/cbfs,34,35,34
SBF2-0.75/scholl_c=2111,64.254097985,S_hoffmann/cbfs,33,34,33
SBF2-0.75/scholl_c=2177,185.223064215,S_hoffmann/cbfs,32,33,32
SBF2-0.75/scholl_c=2247,111.683006083,S_hoffmann/cbfs,31,32,31
SBF2-0.75/scholl_c=2322,122.185499162,S_hoffmann/cbfs,30,31,30
SBF2-0.75/scholl_c=2402,67.069794613,S_hoffmann/cbfs,29,30,29
SBF2-0.75/scholl_c=2488,146.936342136,S_hoffmann/cbfs,28,29,28
SBF2-0.75/scholl_c=2580,85.039347225,S_hoffmann/cbfs,27,28,27
SBF2-0.75/scholl_c=2680,148.199992905,S_hoffmann/cbfs,26,27,26
SBF2-0.75/scholl_c=2787,151.145153237,S_hoffmann/cbfs,25,26,25
SBF2-0.75/Tonge70_c=160,0.30765462,S_hoffmann/cbfs,23,23,23
SBF2-0.75/Tonge70_c=168,0.456298629,S_hoffmann/cbfs,22,22,22
SBF2-0.75/Tonge70_c=176,0.498569179,S_hoffmann/cbfs,21,21,21
SBF2-0.75/Tonge70_c=185,0.430450207,S_hoffmann/cbfs,20,20,20
SBF2-0.75/Tonge70_c=195,0.301358717,S_hoffmann/cbfs,19,19,19
SBF2-0.75/Tonge70_c=207,0.631802259,S_hoffmann/cbfs,18,18,18
SBF2-0.75/Tonge70_c=220,0.422465257,S_hoffmann/cbfs,17,17,17
SBF2-0.75/Tonge70_c=234,0.34850822,S_hoffmann/cbfs,16,16,16
SBF2-0.75/Tonge70_c=251,0.715975007,S_hoffmann/cbfs,14,14,14
SBF2-0.75/Tonge70_c=270,0.533977674,S_hoffmann/cbfs,14,14,14
SBF2-0.75/Tonge70_c=293,0.935712142,S_hoffmann/cbfs,13,13,13
SBF2-0.75/Tonge70_c=320,0.548933445,S_hoffmann/cbfs,11,11,11
SBF2-0.75/tonge70_c=364,0.073962049,S_hoffmann/cbfs,10,10,10
SBF2-0.75/tonge70_c=410,0.086331258,S_hoffmann/cbfs,9,9,9
SBF2-0.75/tonge70_c=468,0.069676911,S_hoffmann/cbfs,8,8,8
SBF2-0.75/tonge70_c=527,0.069180512,S_hoffmann/cbfs,7,7,7
SBF2-0.75/warnecke_c=104,0.083104667,S_hoffmann/cbfs,15,15,15
SBF2-0.75/warnecke_c=111,0.076827132,S_hoffmann/cbfs,14,14,14
SBF2-0.75/warnecke_c=54,0.038247704,S_hoffmann/cbfs,31,31,31
SBF2-0.75/warnecke_c=56,0.03490137,S_hoffmann/cbfs,29,29,29
SBF2-0.75/warnecke_c=58,0.055812348,S_hoffmann/cbfs,29,29,29
SBF2-0.75/warnecke_c=60,0.021233155,S_hoffmann/cbfs,27,27,27
SBF2-0.75/warnecke_c=62,0.058161937,S_hoffmann/cbfs,27,27,27
SBF2-0.75/warnecke_c=65,0.080381148,S_hoffmann/cbfs,25,25,25
SBF2-0.75/warnecke_c=68,0.040925481,S_hoffmann/cbfs,24,24,24
SBF2-0.75/warnecke_c=71,0.063904325,S_hoffmann/cbfs,23,23,23
SBF2-0.75/warnecke_c=74,0.045464962,S_hoffmann/cbfs,22,22,22
SBF2-0.75/warnecke_c=78,0.05766585,S_hoffmann/cbfs,21,21,21
SBF2-0.75/warnecke_c=82,0.063625734,S_hoffmann/cbfs,20,20,20
SBF2-0.75/warnecke_c=86,0.056696911,S_hoffmann/cbfs,19,19,19
SBF2-0.75/warnecke_c=92,0.073187975,S_hoffmann/cbfs,17,17,17
SBF2-0.75/warnecke_c=97,0.050870037,S_hoffmann/cbfs,17,17,17
SBF2-0.75/wee-mag_c=28,0.013738098,S_hoffmann/cbfs,63,63,63
SBF2-0.75/wee-mag_c=29,0.013190207,S_hoffmann/cbfs,63,63,63
SBF2-0.75/wee-mag_c=30,0.032748649,S_hoffmann/cbfs,62,62,62
SBF2-0.75/wee-mag_c=31,0.023756554,S_hoffmann/cbfs,62,62,62
SBF2-0.75/wee-mag_c=32,0.032694886,S_hoffmann/cbfs,61,61,61
SBF2-0.75/wee-mag_c=33,0.022406605,S_hoffmann/cbfs,61,61,61
SBF2-0.75/wee-mag_c=34,0.028142827,S_hoffmann/cbfs,61,61,61
SBF2-0.75/wee-mag_c=35,0.021754508,S_hoffmann/cbfs,60,60,60
SBF2-0.75/wee-mag_c=36,0.015375353,S_hoffmann/cbfs,60,60,60
SBF2-0.75/wee-mag_c=37,0.021261024,S_hoffmann/cbfs,60,60,60
SBF2-0.75/wee-mag_c=38,0.02188134,S_hoffmann/cbfs,60,60,60
SBF2-0.75/wee-mag_c=39,0.015659142,S_hoffmann/cbfs,60,60,60
SBF2-0.75/wee-mag_c=40,0.015280033,S_hoffmann/cbfs,60,60,60
SBF2-0.75/wee-mag_c=41,0.021799946,S_hoffmann/cbfs,59,59,59
SBF2-0.75/wee-mag_c=42,0.016188838,S_hoffmann/cbfs,55,55,55
SBF2-0.75/wee-mag_c=43,0.395204415,S_hoffmann/cbfs,50,50,50
SBF2-0.75/wee-mag_c=45,0.163467006,S_hoffmann/cbfs,38,38,38
SBF2-0.75/wee-mag_c=46,1.225424202,S_hoffmann/cbfs,34,34,34
SBF2-0.75/wee-mag_c=47,1.194772745,S_hoffmann/cbfs,33,33,33
SBF2-0.75/wee-mag_c=49,0.525081034,S_hoffmann/cbfs,32,32,32
SBF2-0.75/wee-mag_c=50,0.295702703,S_hoffmann/cbfs,32,32,32
SBF2-0.75/wee-mag_c=52,0.318099864,S_hoffmann/cbfs,31,31,31
