set,alpha,inst,n,lm1,lms1,lm2,lm3,lm4
SBF1,1.00,roszieg_c=21,25,7,7,1,5,7
SBF1,1.00,roszieg_c=25,25,6,6,1,2,6
SBF1,1.00,roszieg_c=32,25,5,5,0,1,5
SBF1,1.00,sawyer30_c=25,30,13,14,12,12,13
SBF1,1.00,sawyer30_c=27,30,13,13,12,11,13
SBF1,1.00,sawyer30_c=30,30,11,12,8,9,11
SBF1,1.00,Sawyer30_c=33,30,11,11,5,7,11
SBF1,1.00,sawyer30_c=36,30,10,11,4,8,10
SBF1,1.00,sawyer30_c=41,30,9,9,2,6,9
SBF1,1.00,Sawyer30_c=47,30,8,8,1,4,8
SBF1,1.00,sawyer30_c=54,30,7,7,1,2,7
SBF1,1.00,sawyer30_c=75,30,5,5,0,1,5
SBF1,1.00,scholl_c=1394,297,50,51,13,15,50
SBF1,1.00,scholl_c=1422,297,50,50,13,14,50
SBF1,1.00,scholl_c=1452,297,49,49,13,14,49
SBF1,1.00,scholl_c=1483,297,48,48,11,12,48
SBF1,1.00,scholl_c=1515,297,47,47,11,12,47
SBF1,1.00,scholl_c=1548,297,46,46,11,11,46
SBF1,1.00,scholl_c=1584,297,45,45,10,10,45
SBF1,1.00,scholl_c=1620,297,44,45,10,9,44
SBF1,1.00,scholl_c=1659,297,43,43,10,9,43
SBF1,1.00,scholl_c=1699,297,42,42,9,9,42
SBF1,1.00,scholl_c=1742,297,41,41,8,9,41
SBF1,1.00,scholl_c=1787,297,40,40,6,9,40
SBF1,1.00,scholl_c=1834,297,39,39,6,8,39
SBF1,1.00,scholl_c=1883,297,38,38,5,8,38
SBF1,1.00,scholl_c=1935,297,37,37,5,8,37
SBF1,1.00,scholl_c=1991,297,36,36,4,8,36
SBF1,1.00,scholl_c=2049,297,35,35,4,8,35
SBF1,1.00,scholl_c=2111,297,34,34,2,7,34
SBF1,1.00,scholl_c=2177,297,33,33,2,7,33
SBF1,1.00,scholl_c=2247,297,32,32,2,6,32
SBF1,1.00,scholl_c=2322,297,31,31,2,6,31
SBF1,1.00,scholl_c=2402,297,30,30,2,5,30
SBF1,1.00,scholl_c=2488,297,29,29,2,5,29
SBF1,1.00,scholl_c=2580,297,28,28,2,5,28
SBF1,1.00,scholl_c=2680,297,27,27,1,3,27
SBF1,1.00,scholl_c=2787,297,26,26,1,3,26
SBF1,1.00,Tonge70_c=160,70,22,23,14,16,22
SBF1,1.00,Tonge70_c=168,70,22,22,14,15,22
SBF1,1.00,Tonge70_c=176,70,21,21,12,15,21
SBF1,1.00,Tonge70_c=185,70,20,20,9,14,20
SBF1,1.00,Tonge70_c=195,70,19,19,9,13,19
SBF1,1.00,Tonge70_c=207,70,18,18,7,11,18
SBF1,1.00,Tonge70_c=220,70,17,17,7,9,17
SBF1,1.00,Tonge70_c=234,70,16,16,7,8,16
SBF1,1.00,Tonge70_c=251,70,15,15,6,7,15
SBF1,1.00,Tonge70_c=270,70,14,14,4,6,14
SBF1,1.00,Tonge70_c=293,70,13,13,2,5,13
SBF1,1.00,Tonge70_c=320,70,12,12,0,4,12
SBF1,1.00,tonge70_c=364,70,10,10,0,4,10
SBF1,1.00,tonge70_c=410,70,9,9,0,2,9
SBF1,1.00,tonge70_c=468,70,8,8,0,1,8
SBF1,1.00,tonge70_c=527,70,7,7,0,0,7
SBF1,1.00,warnecke_c=104,58,16,16,5,9,16
SBF1,1.00,warnecke_c=111,58,15,15,1,8,15
SBF1,1.00,warnecke_c=54,58,30,30,26,26,30
SBF1,1.00,warnecke_c=56,58,29,29,26,24,29
SBF1,1.00,warnecke_c=58,58,28,29,26,24,28
SBF1,1.00,warnecke_c=60,58,28,28,26,24,28
SBF1,1.00,warnecke_c=62,58,27,28,25,24,27
SBF1,1.00,warnecke_c=65,58,26,27,25,23,26
SBF1,1.00,warnecke_c=68,58,25,26,21,22,25
SBF1,1.00,warnecke_c=71,58,24,25,18,19,24
SBF1,1.00,warnecke_c=74,58,23,24,15,20,23
SBF1,1.00,warnecke_c=78,58,22,23,13,19,22
SBF1,1.00,warnecke_c=82,58,21,22,13,17,21
SBF1,1.00,warnecke_c=86,58,20,21,12,16,20
SBF1,1.00,warnecke_c=92,58,18,19,8,13,18
SBF1,1.00,warnecke_c=97,58,17,18,6,13,17
SBF1,1.00,wee-mag_c=28,75,55,57,61,63,55
SBF1,1.00,wee-mag_c=29,75,54,56,61,63,54
SBF1,1.00,wee-mag_c=30,75,52,55,61,62,52
SBF1,1.00,wee-mag_c=31,75,52,55,60,62,52
SBF1,1.00,wee-mag_c=32,75,50,54,60,59,50
SBF1,1.00,wee-mag_c=33,75,48,52,60,53,48
SBF1,1.00,wee-mag_c=34,75,47,53,60,50,47
SBF1,1.00,wee-mag_c=35,75,46,51,60,47,46
SBF1,1.00,wee-mag_c=36,75,45,51,60,45,45
SBF1,1.00,wee-mag_c=37,75,44,50,60,45,44
SBF1,1.00,wee-mag_c=38,75,43,50,60,43,43
SBF1,1.00,wee-mag_c=39,75,42,49,60,42,42
SBF1,1.00,wee-mag_c=40,75,41,48,60,41,41
SBF1,1.00,wee-mag_c=41,75,41,49,59,39,41
SBF1,1.00,wee-mag_c=42,75,40,47,56,37,40
SBF1,1.00,wee-mag_c=43,75,38,44,52,37,38
SBF1,1.00,wee-mag_c=45,75,37,42,36,35,37
SBF1,1.00,wee-mag_c=46,75,36,41,32,34,36
SBF1,1.00,wee-mag_c=47,75,34,39,27,32,34
SBF1,1.00,wee-mag_c=49,75,32,35,21,31,32
SBF1,1.00,wee-mag_c=50,75,31,34,18,31,31
SBF1,1.00,wee-mag_c=52,75,30,33,9,31,30
SBF1,1.00,wee-mag_c=54,75,29,31,3,31,29
SBF1,1.00,wee-mag_c=56,75,28,30,1,31,28
SBF2,0.25,Arc111_c=10027,111,15,15,4,7,15
SBF2,0.25,Arc111_c=10743,111,14,14,2,4,14
SBF2,0.25,arc111_c=11378,111,14,14,1,4,14
SBF2,0.25,Arc111_c=11570,111,13,13,0,4,13
SBF2,0.25,Arc111_c=17067,111,9,9,0,1,9
SBF2,0.25,arc111_c=5755,111,27,27,18,21,27
SBF2,0.25,Arc111_c=5785,111,26,26,17,21,27
SBF2,0.25,Arc111_c=6016,111,26,26,15,18,26
SBF2,0.25,Arc111_c=6267,111,24,24,14,17,25
SBF2,0.25,Arc111_c=6540,111,23,23,13,17,24
SBF2,0.25,Arc111_c=6837,111,22,22,12,15,23
SBF2,0.25,Arc111_c=7162,111,22,22,8,13,22
SBF2,0.25,Arc111_c=7520,111,20,20,8,13,20
SBF2,0.25,Arc111_c=7916,111,19,19,8,12,19
SBF2,0.25,Arc111_c=8356,111,18,18,5,10,18
SBF2,0.25,arc111_c=8847,111,17,17,5,9,17
SBF2,0.25,Arc111_c=9400,111,16,16,5,7,16
SBF2,0.25,arc83_c=10816,83,7,7,0,1,7
SBF2,0.25,Arc83_c=3786,83,21,21,5,9,21
SBF2,0.25,Arc83_c=3985,83,20,20,5,6,20
SBF2,0.25,Arc83_c=4206,83,19,19,4,6,19
SBF2,0.25,Arc83_c=4454,83,17,17,4,6,18
SBF2,0.25,Arc83_c=4732,83,17,17,3,6,17
SBF2,0.25,Arc83_c=5048,83,15,15,3,5,16
SBF2,0.25,Arc83_c=5408,83,15,15,2,4,15
