set,alpha,inst,n,lm1,lms1,lm2,lm3,lm4
SBF2,1.00,lutz3_c=97,89,17,17,3,6,17
SBF2,1.00,mansoor_c=48,11,4,4,3,3,4
SBF2,1.00,mansoor_c=62,11,3,3,3,2,3
SBF2,1.00,mansoor_c=94,11,2,2,0,2,2
SBF2,1.00,mertens_c=10,7,3,3,3,3,3
SBF2,1.00,mertens_c=15,7,2,2,0,2,2
SBF2,1.00,mertens_c=18,7,2,2,0,1,2
SBF2,1.00,mertens_c=6,7,6,6,6,6,6
SBF2,1.00,mertens_c=7,7,5,5,5,5,5
SBF2,1.00,mertens_c=8,7,5,5,5,4,5
SBF2,1.00,mitchell_c=14,21,8,8,5,6,8
SBF2,1.00,mitchell_c=15,21,8,8,4,6,8
SBF2,1.00,mitchell_c=21,21,5,5,1,3,5
SBF2,1.00,mitchell_c=26,21,5,5,1,2,5
SBF2,1.00,mitchell_c=35,21,3,3,0,1,3
SBF2,1.00,mitchell_c=39,21,3,3,0,1,3
SBF2,1.00,mukherje_c=176,94,25,25,10,15,25
SBF2,1.00,mukherje_c=183,94,24,24,10,15,24
SBF2,1.00,mukherje_c=192,94,22,22,8,12,23
SBF2,1.00,mukherje_c=201,94,22,22,8,11,22
SBF2,1.00,mukherje_c=211,94,20,20,7,10,21
SBF2,1.00,mukherje_c=222,94,19,19,7,9,20
SBF2,1.00,mukherje_c=234,94,18,18,4,7,19
SBF2,1.00,mukherje_c=248,94,17,17,3,6,18
SBF2,1.00,mukherje_c=263,94,16,16,3,5,17
SBF2,1.00,mukherje_c=281,94,15,15,3,5,16
SBF2,1.00,mukherje_c=301,94,14,14,2,4,15
SBF2,1.00,mukherje_c=324,94,13,13,1,4,14
SBF2,1.00,mukherje_c=351,94,12,12,0,2,13
SBF2,1.00,roszieg_c=14,25,9,9,6,7,10
SBF2,1.00,roszieg_c=16,25,8,8,4,4,8
SBF2,1.00,roszieg_c=18,25,7,7,2,4,8
SBF2,1.00,roszieg_c=21,25,6,6,1,4,6
SBF2,1.00,roszieg_c=25,25,5,5,1,2,6
SBF2,1.00,roszieg_c=32,25,4,4,0,1,4
SBF2,1.00,sawyer30_c=25,30,13,13,12,12,13
SBF2,1.00,sawyer30_c=27,30,13,13,12,11,13
SBF2,1.00,sawyer30_c=30,30,11,11,8,9,11
SBF2,1.00,Sawyer30_c=33,30,10,10,5,7,10
SBF2,1.00,sawyer30_c=36,30,9,9,4,7,9
SBF2,1.00,sawyer30_c=41,30,8,8,2,6,8
SBF2,1.00,Sawyer30_c=47,30,7,7,1,4,7
SBF2,1.00,sawyer30_c=54,30,6,6,0,2,6
SBF2,1.00,sawyer30_c=75,30,5,5,0,1,5
SBF2,1.00,scholl_c=1394,297,50,50,13,15,50
SBF2,1.00,scholl_c=1422,297,49,49,13,14,49
SBF2,1.00,scholl_c=1452,297,48,48,13,14,48
SBF2,1.00,scholl_c=1483,297,47,47,11,12,47
SBF2,1.00,scholl_c=1515,297,46,46,11,12,46
SBF2,1.00,scholl_c=1548,297,45,45,11,11,45
SBF2,1.00,scholl_c=1584,297,44,44,10,10,44
SBF2,1.00,scholl_c=1620,297,43,43,10,9,43
SBF2,1.00,scholl_c=1659,297,42,42,10,9,42
SBF2,1.00,scholl_c=1699,297,41,41,9,9,41
SBF2,1.00,scholl_c=1742,297,40,40,8,9,40
SBF2,1.00,scholl_c=1787,297,39,39,6,9,39
SBF2,1.00,scholl_c=1834,297,38,38,5,8,38
SBF2,1.00,scholl_c=1883,297,37,37,5,8,37
SBF2,1.00,scholl_c=1935,297,36,36,5,8,36
SBF2,1.00,scholl_c=1991,297,35,35,4,8,35
SBF2,1.00,scholl_c=2049,297,34,34,3,8,34
SBF2,1.00,scholl_c=2111,297,33,33,2,7,33
SBF2,1.00,scholl_c=2177,297,32,32,2,7,32
SBF2,1.00,scholl_c=2247,297,31,31,2,6,31
SBF2,1.00,scholl_c=2322,297,30,30,2,6,30
SBF2,1.00,scholl_c=2402,297,29,29,2,5,29
SBF2,1.00,scholl_c=2488,297,28,28,2,5,28
SBF2,1.00,scholl_c=2580,297,27,27,2,5,27
SBF2,1.00,scholl_c=2680,297,26,26,1,3,26
SBF2,1.00,scholl_c=2787,297,25,25,0,3,25
SBF2,1.00,Tonge70_c=160,70,23,23,14,16,23
SBF2,1.00,Tonge70_c=168,70,21,21,13,15,21
SBF2,1.00,Tonge70_c=176,70,20,20,12,15,20
SBF2,1.00,Tonge70_c=185,70,19,19,9,14,19
SBF2,1.00,Tonge70_c=195,70,18,18,8,13,18
SBF2,1.00,Tonge70_c=207,70,17,17,7,11,17
SBF2,1.00,Tonge70_c=220,70,16,16,7,9,16
SBF2,1.00,Tonge70_c=234,70,15,15,7,8,15
SBF2,1.00,Tonge70_c=251,70,14,14,6,7,14
SBF2,1.00,Tonge70_c=270,70,13,13,4,5,13
SBF2,1.00,Tonge70_c=293,70,12,12,2,4,12
SBF2,1.00,Tonge70_c=320,70,11,11,0,4,11
SBF2,1.00,tonge70_c=364,70,10,10,0,3,10
SBF2,1.00,tonge70_c=410,70,9,9,0,2,9
SBF2,1.00,tonge70_c=468,70,8,8,0,1,8
SBF2,1.00,tonge70_c=527,70,7,7,0,0,7
SBF2,1.00,warnecke_c=104,58,15,15,3,9,15
SBF2,1.00,warnecke_c=111,58,14,14,0,8,14
SBF2,1.00,warnecke_c=54,58,30,30,26,26,30
SBF2,1.00,warnecke_c=56,58,29,29,26,24,29
SBF2,1.00,warnecke_c=58,58,28,28,25,24,28
SBF2,1.00,warnecke_c=60,58,27,27,24,24,27
SBF2,1.00,warnecke_c=62,58,26,26,24,24,26
SBF2,1.00,warnecke_c=65,58,24,24,24,23,24
SBF2,1.00,warnecke_c=68,58,23,23,19,21,23
SBF2,1.00,warnecke_c=71,58,22,22,16,18,22
SBF2,1.00,warnecke_c=74,58,21,21,14,17,21
SBF2,1.00,warnecke_c=78,58,20,20,13,15,20
SBF2,1.00,warnecke_c=82,58,19,19,13,13,19
SBF2,1.00,warnecke_c=86,58,18,18,11,13,18
SBF2,1.00,warnecke_c=92,58,17,17,7,12,17
SBF2,1.00,warnecke_c=97,58,16,16,6,12,16
SBF2,1.00,wee-mag_c=28,75,56,56,61,63,56
SBF2,1.00,wee-mag_c=29,75,55,55,61,63,55
SBF2,1.00,wee-mag_c=30,75,52,52,61,62,52
SBF2,1.00,wee-mag_c=31,75,50,50,60,62,50
SBF2,1.00,wee-mag_c=32,75,48,48,60,57,48
SBF2,1.00,wee-mag_c=33,75,46,46,60,51,46
SBF2,1.00,wee-mag_c=34,75,45,45,60,47,45
SBF2,1.00,wee-mag_c=35,75,43,43,60,43,43
SBF2,1.00,wee-mag_c=36,75,42,42,60,41,42
SBF2,1.00,wee-mag_c=37,75,41,41,60,40,41
SBF2,1.00,wee-mag_c=38,75,40,40,60,35,40
SBF2,1.00,wee-mag_c=39,75,39,39,60,33,39
SBF2,1.00,wee-mag_c=40,75,38,38,60,32,38
SBF2,1.00,wee-mag_c=41,75,37,37,59,31,37
SBF2,1.00,wee-mag_c=42,75,36,36,55,31,36
SBF2,1.00,wee-mag_c=43,75,35,35,50,31,36
SBF2,1.00,wee-mag_c=45,75,34,34,31,31,34
SBF2,1.00,wee-mag_c=46,75,33,33,27,30,33
SBF2,1.00,wee-mag_c=47,75,32,32,23,30,32
SBF2,1.00,wee-mag_c=49,75,31,31,17,30,31
SBF2,1.00,wee-mag_c=50,75,30,30,13,30,30
SBF2,1.00,wee-mag_c=52,75,29,29,5,30,29
SBF2,1.00,wee-mag_c=54,75,28,28,1,30,28
SBF2,1.00,wee-mag_c=56,75,27,27,0,30,27
