set,alpha,inst,n,ub10,ub100,ub500,ub1000,sub,t10,t100,t500,t1000
SBF1,1.00,wee-mag_c=40,75,63,63,63,63,63,0.022146665,0.044492124,0.157208216,0.293085877
SBF1,1.00,wee-mag_c=41,75,63,63,63,63,63,0.022070647,0.044012469,0.154510804,0.288130709
SBF1,1.00,wee-mag_c=42,75,63,63,63,63,63,0.024310968,0.046521493,0.15889743,0.292664541
SBF1,1.00,wee-mag_c=43,75,63,63,63,63,63,0.023660946,0.045455226,0.156904997,0.290821851
SBF1,1.00,wee-mag_c=45,75,63,63,63,63,63,0.029945553,0.054512471,0.179523058,0.328683189
SBF1,1.00,wee-mag_c=46,75,63,63,63,63,63,0.030701568,0.055559305,0.17999013,0.331356145
SBF1,1.00,wee-mag_c=47,75,63,63,63,63,63,0.036194895,0.059329838,0.175795247,0.315641505
SBF1,1.00,wee-mag_c=49,75,62,62,62,62,62,0.036934981,0.059571534,0.175005054,0.312784818
SBF1,1.00,wee-mag_c=50,75,62,62,62,62,62,0.032099862,0.054253134,0.16869948,0.306122041
SBF1,1.00,wee-mag_c=52,75,61,61,61,61,61,0.026785964,0.048983792,0.160348004,0.295072084
SBF1,1.00,wee-mag_c=54,75,60,60,60,60,60,0.026255966,0.048120467,0.155679509,0.286837303
SBF1,1.00,wee-mag_c=56,75,60,60,60,60,60,0.028562145,0.049473846,0.15511168,0.286781952
SBF2,0.25,Arc111_c=10027,111,16,16,16,16,16,0.180109101,0.849195935,4.608555489,9.379357132
SBF2,0.25,Arc111_c=10743,111,15,15,15,15,15,0.234551669,1.188762597,6.000954683,12.003517659
SBF2,0.25,arc111_c=11378,111,14,14,14,14,14,0.039808869,0.03965314,0.045952432,0.045344611
SBF2,0.25,Arc111_c=11570,111,14,14,14,14,14,0.263071543,1.178453403,5.970382389,12.011426852
SBF2,0.25,Arc111_c=17067,111,9,9,9,9,9,0.031137564,0.031219239,0.031460808,0.031486841
SBF2,0.25,arc111_c=5755,111,28,28,28,28,28,0.102605525,0.398260099,1.970859022,3.927137208
SBF2,0.25,Arc111_c=5785,111,28,28,28,28,28,0.110300339,0.465479212,2.197417181,4.393251446
SBF2,0.25,Arc111_c=6016,111,27,27,27,27,27,0.105438704,0.371110179,1.676153195,3.916980432
SBF2,0.25,Arc111_c=6267,111,25,25,25,25,25,0.053720948,0.053923969,0.053894221,0.053488025
SBF2,0.25,Arc111_c=6540,111,24,24,24,24,24,0.026064975,0.02603991,0.025915407,0.025955098
SBF2,0.25,Arc111_c=6837,111,23,23,23,23,23,0.026039518,0.026170173,0.025968567,0.025887073
SBF2,0.25,Arc111_c=7162,111,22,22,22,22,22,0.024729124,0.024729669,0.024845715,0.024875961
SBF2,0.25,Arc111_c=7520,111,21,21,21,21,21,0.126913408,0.557229324,2.694578659,5.290381221
SBF2,0.25,Arc111_c=7916,111,20,20,20,20,20,0.127792987,0.548617572,2.616134199,5.154498265
SBF2,0.25,Arc111_c=8356,111,19,19,19,19,19,0.101641112,0.393277493,1.88883844,3.801782071
SBF2,0.25,arc111_c=8847,111,18,18,18,18,18,0.162797136,0.702691887,3.66483302,7.345883162
SBF2,0.25,Arc111_c=9400,111,17,17,17,17,17,0.212988289,0.825608372,4.37928901,8.986572254
SBF2,0.25,arc83_c=10816,83,8,8,8,8,8,0.015892227,0.017579618,0.035596508,0.055761225
SBF2,0.25,Arc83_c=3786,83,22,22,22,22,22,0.017965088,0.034861112,0.123237883,0.233172657
SBF2,0.25,Arc83_c=3985,83,21,21,21,21,21,0.019237013,0.039355976,0.142142932,0.270706781
SBF2,0.25,Arc83_c=4206,83,20,20,20,20,20,0.019833716,0.046252673,0.178632258,0.349625055
SBF2,0.25,Arc83_c=4454,83,19,19,19,19,19,0.022009005,0.05987713,0.258885423,0.509900121
SBF2,0.25,Arc83_c=4732,83,18,18,18,18,17,0.024327965,0.077955243,0.331561986,0.650224282
SBF2,0.25,Arc83_c=5048,83,16,16,16,16,16,0.020932832,0.020907592,0.021642943,0.021811639
SBF2,0.25,Arc83_c=5408,83,15,15,15,15,15,0.014310334,0.014368938,0.01464973,0.014836686
SBF2,0.25,Arc83_c=5824,83,14,14,14,14,14,0.011759801,0.011905659,0.012124004,0.012133355
SBF2,0.25,arc83_c=5853,83,14,14,14,14,14,0.012043661,0.011949494,0.013807577,0.01381016
SBF2,0.25,Arc83_c=6309,83,13,13,13,13,13,0.009535479,0.009413134,0.009594352,0.009702285
SBF2,0.25,arc83_c=6842,83,12,12,12,12,12,0.012317524,0.012158393,0.01405825,0.01416484
SBF2,0.25,Arc83_c=6883,83,12,12,12,12,12,0.010955853,0.010919065,0.011313707,0.01127848
SBF2,0.25,Arc83_c=7571,83,11,11,11,11,11,0.009101613,0.009105005,0.009346558,0.009356644
SBF2,0.25,arc83_c=8412,83,10,10,10,10,10,0.01172512,0.010722968,0.01232493,0.012340403
SBF2,0.25,arc83_c=8898,83,9,9,9,9,9,0.010934936,0.011026125,0.012651453,0.012589847
SBF2,0.25,barthol2_c=101,148,45,45,45,45,44,0.123427476,0.29645301,1.152916507,2.237033314
SBF2,0.25,barthol2_c=104,148,43,43,43,43,43,0.128416003,0.297683098,1.239456627,2.38479003
SBF2,0.25,barthol2_c=106,148,42,42,42,42,42,0.14830874,0.323200659,1.251474843,2.402211134
SBF2,0.25,barthol2_c=109,148,41,41,41,41,41,0.139215785,0.346377452,1.473427187,2.927926777
SBF2,0.25,barthol2_c=112,148,40,40,40,40,40,0.150314581,0.392059541,1.668346839,3.21071138
SBF2,0.25,barthol2_c=115,148,39,39,39,39,39,0.141836617,0.407150182,1.787750242,3.583502587
SBF2,0.25,barthol2_c=118,148,38,38,38,38,38,0.153211548,0.473555159,2.116632602,4.163997819
SBF2,0.25,barthol2_c=121,148,37,37,37,37,37,0.188397042,0.564875665,2.247299804,4.400078082
SBF2,0.25,barthol2_c=125,148,36,36,36,36,36,0.163887962,0.573714616,2.678879658,5.625435295
SBF2,0.25,barthol2_c=129,148,35,35,35,35,35,0.192121459,0.677696932,3.207548563,6.551020255
SBF2,0.25,barthol2_c=133,148,34,34,34,34,34,0.22202327,0.80343113,3.790723121,7.685174876
SBF2,0.25,barthol2_c=137,148,33,33,33,33,33,0.227897258,0.832198177,4.15955674,8.547769247
SBF2,0.25,barthol2_c=142,148,31,31,31,31,32,0.255386653,1.020190208,5.002600898,9.904483792
SBF2,0.25,barthol2_c=146,148,31,31,31,31,31,0.30030961,1.159509464,5.67927866,11.432897155
SBF2,0.25,barthol2_c=152,148,29,29,29,29,29,0.370484934,1.372276156,6.004331801,12.006820173
SBF2,0.25,barthol2_c=157,148,28,28,28,28,28,0.352749336,1.539151903,6.01107456,12.000885564
SBF2,0.25,barthol2_c=163,148,27,27,27,27,27,0.402925541,1.761555755,6.01198339,12.00619338
SBF2,0.25,barthol2_c=170,148,26,26,26,26,26,0.47185896,1.9242787,6.002790801,12.004336246
SBF2,0.25,barthol2_c=84,148,54,54,54,54,54,0.144380747,0.246097565,0.750472345,1.367946532
SBF2,0.25,barthol2_c=85,148,53,53,53,53,53,0.111191481,0.219851716,0.79100801,1.417448848
SBF2,0.25,barthol2_c=87,148,52,52,52,52,52,0.112283311,0.214389567,0.754174131,1.381940938
SBF2,0.25,barthol2_c=89,148,51,51,51,51,51,0.12418392,0.234565761,0.863009095,1.5462783
SBF2,0.25,barthol2_c=91,148,49,49,49,49,49,0.127117402,0.228193161,0.85505494,1.519196606
SBF2,0.25,barthol2_c=93,148,49,48,48,48,49,0.134618769,0.252000696,0.893044346,1.738818509
SBF2,0.25,barthol2_c=95,148,47,47,47,47,48,0.138640791,0.247079531,0.947779066,1.883824981
SBF2,0.25,barthol2_c=97,148,46,46,46,46,47,0.145020702,0.260011808,0.949717778,1.878629745
SBF2,0.25,barthol2_c=99,148,45,45,45,45,46,0.152386839,0.283118597,1.076226769,1.972948205
SBF2,0.25,barthold_c=403,148,15,15,15,15,15,0.269892916,0.94306545,4.45060726,8.986641835
SBF2,0.25,barthold_c=434,148,14,14,14,14,14,0.245431678,0.978285254,4.692743644,9.226657659
SBF2,0.25,barthold_c=470,148,13,13,13,13,13,0.2221939,0.639591443,2.827335619,5.700856933
SBF2,0.25,barthold_c=513,148,12,12,12,12,12,0.190265928,0.513798411,2.409806128,4.568733941
SBF2,0.25,barthold_c=564,148,11,11,11,11,11,0.14211223,0.304907266,1.351429049,2.650040855
SBF2,0.25,barthold_c=626,148,10,10,10,10,10,0.110901876,0.158605767,0.451791994,0.809215441
SBF2,0.25,barthold_c=705,148,9,9,9,9,9,0.106933933,0.14322389,0.304102721,0.51213345
SBF2,0.25,barthold_c=805,148,8,8,8,8,8,0.094769213,0.107649023,0.177099716,0.262725891
SBF2,0.25,bowman8_c=20,8,5,5,5,5,5,5.84582e-4,5.00675e-4,5.07261e-4,5.22269e-4
SBF2,0.25,buxey_c=27,29,13,13,13,13,13,0.001403892,0.001387826,0.001409466,0.001461878
SBF2,0.25,buxey_c=30,29,12,12,12,12,12,0.002397946,0.004632536,0.015807816,0.030486246
SBF2,0.25,buxey_c=33,29,11,11,11,11,11,0.001870866,0.001844755,0.001893346,0.001924171
SBF2,0.25,buxey_c=36,29,10,10,10,10,10,0.002392407,0.005432347,0.019908128,0.038714693
SBF2,0.25,buxey_c=41,29,9,9,8,8,9,0.002468386,0.005973702,0.007155299,0.007280795
SBF2,0.25,buxey_c=47,29,8,8,8,8,8,0.00334147,0.00714106,0.030653013,0.061218163
SBF2,0.25,buxey_c=54,29,7,7,7,7,7,0.001358839,0.001373158,0.001388143,0.001416742
SBF2,0.25,gunther_c=41,35,14,14,14,14,14,0.003174631,0.005510758,0.017624623,0.032787532
SBF2,0.25,gunther_c=44,35,12,12,12,12,12,0.002971289,0.005536671,0.018913786,0.035640701
SBF2,0.25,gunther_c=49,35,11,11,11,11,11,0.003679925,0.011753309,0.052055503,0.107340396
SBF2,0.25,gunther_c=54,35,10,10,10,10,10,0.003768362,0.008237404,0.032541091,0.063841882
SBF2,0.25,gunther_c=61,35,9,9,9,9,9,0.0035807,0.010487984,0.046305469,0.09169848
SBF2,0.25,gunther_c=69,35,8,8,8,8,8,0.001605627,0.001615499,0.001649783,0.001691607
SBF2,0.25,gunther_c=81,35,7,7,7,7,7,0.001504151,0.001535101,0.001557958,0.001514831
SBF2,0.25,hahn_c=2004,53,8,8,8,8,8,0.005257987,0.005343673,0.005437981,0.005461825
SBF2,0.25,hahn_c=2338,53,7,7,7,7,7,0.002533796,0.002527851,0.002559107,0.002549807
SBF2,0.25,hahn_c=2806,53,6,6,6,6,6,0.005360281,0.013947818,0.05640589,0.11402869
SBF2,0.25,hahn_c=3507,53,5,5,5,5,5,0.002668454,0.00271191,0.002683919,0.002726799
SBF2,0.25,hahn_c=4676,53,4,4,4,4,4,0.003712506,0.002737846,0.002739044,0.002784271
SBF2,0.25,heskia_c=138,28,8,8,8,8,8,0.001275279,0.001773833,0.001314724,0.001322081
SBF2,0.25,heskia_c=205,28,6,6,6,6,6,0.018481217,0.092548491,0.440989625,0.891179076
SBF2,0.25,heskia_c=216,28,5,5,5,5,5,0.001609031,0.001608399,0.001636927,0.001645533
SBF2,0.25,heskia_c=256,28,5,5,5,5,4,0.022861584,0.127687925,0.610544798,1.248182511
SBF2,0.25,heskia_c=324,28,4,4,4,4,4,0.001242353,0.001629694,0.001272196,0.001333924
SBF2,0.25,heskia_c=342,28,3,3,3,3,3,0.002286415,0.002283774,0.00239499,0.002344545
SBF2,0.25,jackson_c=10,11,6,5,5,5,5,6.77002e-4,9.23039e-4,7.85365e-4,7.78795e-4
SBF2,0.25,jackson_c=13,11,4,4,4,4,4,5.1774e-4,5.13752e-4,5.3173e-4,5.21076e-4
SBF2,0.25,jackson_c=14,11,4,4,4,4,4,5.09809e-4,6.6954e-4,5.05781e-4,5.12543e-4
SBF2,0.25,jackson_c=21,11,3,3,3,3,3,5.0959e-4,5.38167e-4,5.17744e-4,5.28079e-4
SBF2,0.25,jackson_c=7,11,8,8,8,8,8,5.18817e-4,5.07935e-4,5.46049e-4,5.15834e-4
SBF2,0.25,jackson_c=9,11,6,6,6,6,6,5.12446e-4,5.31073e-4,5.25736e-4,5.25757e-4
SBF2,0.25,jaeschke_c=10,9,4,4,4,4,4,4.9718e-4,5.00595e-4,5.0647e-4,5.03007e-4
SBF2,0.25,jaeschke_c=18,9,3,3,3,3,3,5.07232e-4,4.92393e-4,5.1391e-4,5.11399e-4
SBF2,0.25,jaeschke_c=6,9,8,8,8,8,8,4.84176e-4,4.703e-4,5.13572e-4,5.0043e-4
SBF2,0.25,jaeschke_c=7,9,7,7,7,7,7,4.91832e-4,4.82695e-4,4.95253e-4,4.84483e-4
SBF2,0.25,jaeschke_c=8,9,6,6,6,6,6,4.87533e-4,4.73897e-4,5.05889e-4,4.90728e-4
SBF2,0.25,kilbrid_c=110,45,6,6,6,6,6,0.00264901,0.002556637,0.002556065,0.002681838
SBF2,0.25,kilbrid_c=111,45,6,6,6,6,6,0.009553608,0.071134249,0.358337807,0.705852284
SBF2,0.25,kilbrid_c=138,45,5,5,5,5,5,0.008910264,0.030759023,0.123821106,0.25199068
SBF2,0.25,kilbrid_c=184,45,4,4,4,4,4,0.004007658,0.005352367,0.011609342,0.020341714
SBF2,0.25,kilbrid_c=56,45,11,11,11,10,11,0.01407224,0.060692796,0.309570637,0.555062825
SBF2,0.25,kilbrid_c=57,45,10,10,10,10,10,0.003229127,0.003233022,0.003348386,0.003340647
SBF2,0.25,kilbrid_c=62,45,10,10,10,10,10,0.015686631,0.073329925,0.368029179,0.720077912
SBF2,0.25,kilbrid_c=69,45,9,9,9,9,9,0.022981691,0.108955482,0.523084557,1.052658566
SBF2,0.25,kilbrid_c=79,45,8,8,8,8,8,0.018486266,0.096749122,0.500368346,0.973384745
SBF2,0.25,kilbrid_c=92,45,7,7,7,7,7,0.021058077,0.095270797,0.484718791,0.986980072
SBF2,0.25,lutz1_c=1414,32,11,11,11,11,11,0.001243172,0.001277407,0.001262914,0.001264961
SBF2,0.25,lutz1_c=1572,32,10,10,10,10,10,0.001131414,0.001157931,0.001158586,0.00115036
SBF2,0.25,lutz1_c=1768,32,9,9,9,9,9,0.001340057,0.001318494,0.00137211,0.001384995
SBF2,0.25,lutz1_c=2020,32,8,8,8,8,8,0.001339607,0.001371038,0.001402852,0.001355285
SBF2,0.25,lutz1_c=2357,32,7,7,7,7,7,0.001298228,0.001310544,0.001314056,0.001341073
SBF2,0.25,lutz1_c=2828,32,6,6,6,6,6,0.001157145,0.001148003,0.001155029,0.001165834
SBF2,0.25,lutz2_c=11,89,50,50,49,49,49,0.013937161,0.020538877,0.052998681,0.092616269
SBF2,0.25,lutz2_c=12,89,46,46,46,45,46,0.015532773,0.022179542,0.053268043,0.094400616
SBF2,0.25,lutz2_c=13,89,42,41,41,41,41,0.014125305,0.022155935,0.053759325,0.092839652
SBF2,0.25,lutz2_c=14,89,39,39,39,39,39,0.015785565,0.022122993,0.052864243,0.091819151
SBF2,0.25,lutz2_c=15,89,34,34,34,34,34,0.015885501,0.022205173,0.055015843,0.095401832
SBF2,0.25,lutz2_c=16,89,33,33,32,32,32,0.016227139,0.024305924,0.059727397,0.100295281
SBF2,0.25,lutz2_c=17,89,30,30,30,30,30,0.017582887,0.023412709,0.060641204,0.106964837
SBF2,0.25,lutz2_c=18,89,29,29,28,28,28,0.014439357,0.022006474,0.060984811,0.10961789
SBF2,0.25,lutz2_c=19,89,27,27,27,27,27,0.015922338,0.022728854,0.065256921,0.119465889
SBF2,0.25,lutz2_c=20,89,26,25,25,25,26,0.014620836,0.020751875,0.020639228,0.02059254
SBF2,0.25,lutz2_c=21,89,24,24,24,24,24,0.016565949,0.016717107,0.016843124,0.016808158
SBF2,0.25,lutz3_c=103,89,17,17,17,17,17,0.008292315,0.00831235,0.008493198,0.008434535
SBF2,0.25,lutz3_c=110,89,16,16,16,16,16,0.020218407,0.056075123,0.240327,0.528609707
SBF2,0.25,lutz3_c=118,89,15,15,15,15,15,0.019723957,0.048188959,0.206900319,0.444745467
SBF2,0.25,lutz3_c=127,89,14,14,14,14,14,0.016942967,0.034602369,0.133039811,0.267996272
SBF2,0.25,lutz3_c=137,89,13,13,13,13,13,0.017683606,0.034086758,0.115402068,0.230581693
SBF2,0.25,lutz3_c=150,89,12,12,12,12,12,0.019264282,0.034402694,0.1334333,0.280619978
SBF2,0.25,lutz3_c=75,89,24,24,24,24,24,0.024625052,0.060464828,0.261435871,0.576023231
SBF2,0.25,lutz3_c=79,89,22,22,22,22,22,0.020470922,0.052929967,0.212061183,0.461024525
SBF2,0.25,lutz3_c=83,89,21,21,21,21,21,0.019126435,0.036014413,0.127898234,0.273191334
SBF2,0.25,lutz3_c=87,89,20,20,20,20,20,0.015243216,0.015270127,0.015592077,0.017604213
SBF2,0.25,lutz3_c=92,89,19,19,19,19,19,0.018543836,0.04510797,0.17997176,0.389930882
SBF2,0.25,lutz3_c=97,89,18,18,18,18,18,0.020414382,0.045804253,0.181836694,0.391126101
SBF2,0.25,mansoor_c=48,11,4,4,4,4,4,6.59961e-4,5.44769e-4,5.61007e-4,6.13352e-4
SBF2,0.25,mansoor_c=62,11,3,3,3,3,3,6.06212e-4,6.07505e-4,6.1512e-4,6.89904e-4
SBF2,0.25,mansoor_c=94,11,2,2,2,2,2,7.03948e-4,5.39977e-4,5.56515e-4,6.09424e-4
SBF2,0.25,mertens_c=10,7,3,3,3,3,3,5.01142e-4,4.9725e-4,5.25847e-4,5.69109e-4
SBF2,0.25,mertens_c=15,7,2,2,2,2,2,4.70246e-4,4.76792e-4,4.67155e-4,5.29238e-4
SBF2,0.25,mertens_c=18,7,2,2,2,2,2,4.67601e-4,4.59557e-4,4.58638e-4,5.36089e-4
SBF2,0.25,mertens_c=6,7,6,6,6,6,6,4.72278e-4,4.65206e-4,4.69225e-4,5.39588e-4
SBF2,0.25,mertens_c=7,7,5,5,5,5,5,4.84363e-4,4.72893e-4,4.81701e-4,5.37954e-4
SBF2,0.25,mertens_c=8,7,5,5,5,5,5,4.75445e-4,4.70926e-4,4.76625e-4,5.27917e-4
SBF2,0.25,mitchell_c=14,21,8,8,8,8,8,7.45625e-4,7.40514e-4,7.62901e-4,9.03132e-4
SBF2,0.25,mitchell_c=15,21,8,8,8,8,8,0.001135077,0.002104118,0.006975881,0.014714172
SBF2,0.25,mitchell_c=21,21,5,5,5,5,5,7.34236e-4,7.35999e-4,7.41158e-4,8.653e-4
SBF2,0.25,mitchell_c=26,21,5,5,5,5,5,7.01112e-4,6.87894e-4,6.96634e-4,0.001022111
SBF2,0.25,mitchell_c=35,21,3,3,3,3,3,7.35029e-4,7.63854e-4,7.42802e-4,8.72083e-4
SBF2,0.25,mitchell_c=39,21,3,3,3,3,3,7.31788e-4,7.43172e-4,7.31938e-4,8.30111e-4
SBF2,0.25,mukherje_c=176,94,26,26,26,26,26,0.122437066,0.587146688,3.01152663,5.967788362
SBF2,0.25,mukherje_c=183,94,25,25,25,25,25,0.128200922,0.639025805,3.382306144,6.736802255
SBF2,0.25,mukherje_c=192,94,24,24,24,24,24,0.16693014,0.971207295,5.042304121,10.039586711
SBF2,0.25,mukherje_c=201,94,23,23,23,23,23,0.219825703,1.048335677,5.677589919,11.184838984
SBF2,0.25,mukherje_c=211,94,22,22,22,22,22,0.239055924,1.281465258,6.003421083,12.010308704
SBF2,0.25,mukherje_c=222,94,21,21,21,21,21,0.264043753,1.256099322,6.006458052,12.014675065
SBF2,0.25,mukherje_c=234,94,19,19,19,19,19,0.024459608,0.025141456,0.025334026,0.025387023
SBF2,0.25,mukherje_c=248,94,18,18,18,18,18,0.029535541,0.029785748,0.030454793,0.030280185
SBF2,0.25,mukherje_c=263,94,17,17,17,17,17,0.017518413,0.017732099,0.018118877,0.017979272
SBF2,0.25,mukherje_c=281,94,16,16,16,16,16,0.016575824,0.01680573,0.016958859,0.016947161
SBF2,0.25,mukherje_c=301,94,15,15,15,15,15,0.024933602,0.025316236,0.025860765,0.025808731
SBF2,0.25,mukherje_c=324,94,14,14,14,14,14,0.018536501,0.018913726,0.019186527,0.019210207
SBF2,0.25,mukherje_c=351,94,13,13,13,13,13,0.020958703,0.021143943,0.021472965,0.021429658
SBF2,0.25,roszieg_c=14,25,10,10,10,10,10,8.67836e-4,8.74174e-4,8.96327e-4,8.84491e-4
SBF2,0.25,roszieg_c=16,25,8,8,8,8,8,9.22394e-4,9.41111e-4,9.72966e-4,9.49424e-4
SBF2,0.25,roszieg_c=18,25,8,8,8,8,8,8.52278e-4,8.88745e-4,8.60942e-4,8.90954e-4
SBF2,0.25,roszieg_c=21,25,6,6,6,6,6,0.00129746,0.001329957,0.001390652,0.001370347
SBF2,0.25,roszieg_c=25,25,6,6,6,6,6,8.57683e-4,8.5559e-4,8.89093e-4,9.35603e-4
SBF2,0.25,roszieg_c=32,25,4,4,4,4,4,9.23758e-4,9.29915e-4,9.61003e-4,9.41996e-4
SBF2,0.25,sawyer30_c=25,30,14,14,14,14,14,0.002357702,0.004573818,0.015451555,0.028845874
SBF2,0.25,sawyer30_c=27,30,13,13,13,13,13,0.001422124,0.00147595,0.001430983,0.001445632
SBF2,0.25,sawyer30_c=30,30,12,12,12,12,12,0.002556411,0.005149026,0.019603864,0.038032295
SBF2,0.25,Sawyer30_c=33,30,11,11,11,11,11,0.002477049,0.005120517,0.018983686,0.036504288
SBF2,0.25,sawyer30_c=36,30,10,10,10,10,10,0.002470373,0.005479674,0.021533988,0.042281741
SBF2,0.25,sawyer30_c=41,30,9,9,9,9,9,0.002784651,0.007516615,0.033760952,0.065708608
SBF2,0.25,Sawyer30_c=47,30,8,8,8,8,8,0.002874779,0.009215761,0.042802879,0.082461315
SBF2,0.25,sawyer30_c=54,30,7,7,7,7,7,0.004310568,0.018714051,0.086500788,0.174972298
SBF2,0.25,sawyer30_c=75,30,5,5,5,5,5,0.001148685,0.001181601,0.001184109,0.001214351
SBF2,0.25,scholl_c=1394,297,53,53,53,53,53,0.79047745,2.122381817,6.006057271,12.001485156
SBF2,0.25,scholl_c=1422,297,52,52,52,52,52,0.826577781,2.165847196,6.009440535,12.013342241
SBF2,0.25,scholl_c=1452,297,51,51,51,51,51,0.857763863,2.290185785,6.014347175,12.007528212
SBF2,0.25,scholl_c=1483,297,50,50,50,50,50,0.824178308,2.348661264,6.006664406,12.00497252
SBF2,0.25,scholl_c=1515,297,49,49,49,49,49,0.81138989,2.283776701,6.013298253,12.009914479
SBF2,0.25,scholl_c=1548,297,47,47,47,47,47,0.949202779,2.694185588,6.014038196,12.000647705
SBF2,0.25,scholl_c=1584,297,46,46,46,46,46,0.878713401,2.546554694,6.012361061,12.009317345
SBF2,0.25,scholl_c=1620,297,45,45,45,45,45,0.870171886,2.569988959,6.000044905,12.012913864
SBF2,0.25,scholl_c=1659,297,44,44,44,44,44,0.899044888,2.762752401,6.018361646,12.020301144
SBF2,0.25,scholl_c=1699,297,43,43,43,43,43,0.827505883,2.630350028,6.006724962,12.01113244
SBF2,0.25,scholl_c=1742,297,42,42,42,42,42,0.942537159,2.906898444,6.01133501,12.018249334
SBF2,0.25,scholl_c=1787,297,41,41,41,41,41,0.8535036,2.560658848,6.019805967,12.0143657
SBF2,0.25,scholl_c=1834,297,40,40,40,40,40,0.798957823,2.350357216,6.016748125,12.01994728
SBF2,0.25,scholl_c=1883,297,39,39,39,39,39,0.781548327,2.230636457,6.012022819,12.000319902
SBF2,0.25,scholl_c=1935,297,38,38,38,38,38,0.730832902,1.851862984,6.000626034,12.009211557
SBF2,0.25,scholl_c=1991,297,37,37,37,37,37,0.709760751,1.794187625,6.014301535,12.010637095
SBF2,0.25,scholl_c=2049,297,36,36,36,36,36,0.732653383,1.432898296,5.594920533,11.218437594
SBF2,0.25,scholl_c=2111,297,35,35,35,35,35,0.691843442,1.382689728,5.017997332,9.895658558
SBF2,0.25,scholl_c=2177,297,34,34,34,34,34,0.68021843,1.188987621,4.32869728,8.630404893
SBF2,0.25,scholl_c=2247,297,33,33,33,33,33,0.656435591,1.158738587,3.772678431,7.486469121
SBF2,0.25,scholl_c=2322,297,32,32,32,32,32,0.631618089,1.0125687,3.250679617,6.344875947
SBF2,0.25,scholl_c=2402,297,30,30,30,30,30,0.715223959,1.055000143,3.01570372,5.620897622
SBF2,0.25,scholl_c=2488,297,29,29,29,29,29,0.675492524,0.982206935,2.637104289,5.046121319
SBF2,0.25,scholl_c=2580,297,28,28,28,28,28,0.633312749,0.914734422,2.738227959,5.045415102
SBF2,0.25,scholl_c=2680,297,27,27,27,27,27,0.516587219,0.773403588,1.973841791,3.505593795
SBF2,0.25,scholl_c=2787,297,26,26,26,26,26,0.519125292,0.705333069,1.527503311,2.439437119
SBF2,0.25,Tonge70_c=160,70,24,24,24,24,24,0.023473301,0.034888005,0.130060213,0.246476278
SBF2,0.25,Tonge70_c=168,70,23,23,23,22,22,0.013239464,0.035621932,0.150867997,0.299439562
SBF2,0.25,Tonge70_c=176,70,22,21,21,21,22,0.014325327,0.036524452,0.146934393,0.280582484
SBF2,0.25,Tonge70_c=185,70,20,20,20,20,20,0.0142473,0.040102679,0.180195439,0.37460044
SBF2,0.25,Tonge70_c=195,70,20,19,19,19,19,0.015577968,0.047492675,0.198743117,0.405776938
SBF2,0.25,Tonge70_c=207,70,18,18,18,18,18,0.018082295,0.053930059,0.254221645,0.553898784
SBF2,0.25,Tonge70_c=220,70,17,17,17,17,17,0.019220651,0.066528198,0.299746772,0.645700876
SBF2,0.25,Tonge70_c=234,70,16,16,16,16,16,0.021890892,0.075495149,0.353570066,0.790119087
SBF2,0.25,Tonge70_c=251,70,15,15,15,15,15,0.027765951,0.102848216,0.491647918,1.087842209
SBF2,0.25,Tonge70_c=270,70,14,14,14,14,14,0.025355056,0.107122809,0.530037252,1.142987883
SBF2,0.25,Tonge70_c=293,70,13,13,13,13,13,0.027768762,0.104646845,0.541422392,1.161339842
SBF2,0.25,Tonge70_c=320,70,12,12,12,12,12,0.029127947,0.111552582,0.621423182,1.288683872
SBF2,0.25,tonge70_c=364,70,10,10,10,10,10,0.012170931,0.012143731,0.01217032,0.012263107
SBF2,0.25,tonge70_c=410,70,9,9,9,9,9,0.006837324,0.006962411,0.006998401,0.007059922
SBF2,0.25,tonge70_c=468,70,8,8,8,8,8,0.005869955,0.005901505,0.006071924,0.005993778
SBF2,0.25,tonge70_c=527,70,7,7,7,7,7,0.006720148,0.0068694,0.006873611,0.006873622
SBF2,0.25,warnecke_c=104,58,16,16,16,16,16,0.008426901,0.018695815,0.071900243,0.136994671
SBF2,0.25,warnecke_c=111,58,15,15,15,15,15,0.009408157,0.02131336,0.083059609,0.16104291
SBF2,0.25,warnecke_c=54,58,33,32,32,32,32,0.008945815,0.015685333,0.046104607,0.083838933
SBF2,0.25,warnecke_c=56,58,31,31,31,31,31,0.008199334,0.014223182,0.044516731,0.082204058
SBF2,0.25,warnecke_c=58,58,30,30,30,30,30,0.00824853,0.014358889,0.044517728,0.082152581
SBF2,0.25,warnecke_c=60,58,29,28,28,28,29,0.007592056,0.014322838,0.043798271,0.08053384
SBF2,0.25,warnecke_c=62,58,28,28,28,28,28,0.009303716,0.014694335,0.045181439,0.083645752
SBF2,0.25,warnecke_c=65,58,27,27,26,26,27,0.008503657,0.014419661,0.04461069,0.081274631
SBF2,0.25,warnecke_c=68,58,25,25,25,25,25,0.007843735,0.014706489,0.044677133,0.083038992
SBF2,0.25,warnecke_c=71,58,24,24,24,24,24,0.007896316,0.014054557,0.045944993,0.0849907
SBF2,0.25,warnecke_c=74,58,23,23,23,23,23,0.007929473,0.014784761,0.048891305,0.090825738
SBF2,0.25,warnecke_c=78,58,22,22,22,22,22,0.008741547,0.015308525,0.048455169,0.090684382
